year,bevoegdgezag,bestuur_key,onderwijstype,personen,personeninvastedienst,personenintijdeldienst,vrouwen,mannen,geslachtonbekend,personenjongerdan15jaar,personen1525jaar,personen2535jaar,personen3545jaar,personen4555jaar,personen5565jaar,personen65jaarenouder,leeftijdonbekend,personen005ftes,personen0508ftes,personenmeerdan08ftes,gemiddeldeleeftijd,gemiddeldeleeftijdvrouw,gemiddeldeleeftijdman,gemiddeldeftes
2015,41090,41090-2015,BAO,3,3,0,,,0,0,0,0,1,0,2,0,0,1,1,1,,,,.6895333333333333
2016,41090,41090-2016,BAO,8,1,7,,,0,0,0,1,2,2,3,0,0,2,5,1,,,,.627375
2017,41090,41090-2017,BAO,7,1,6,7,0,0,0,0,2,0,3,2,0,0,3,3,1,45.71428571428572,45.71428571428572,0,.5918142857142857
2011,41125,41125-2011,BAO,5,4,1,,,0,0,0,2,1,1,1,0,0,0,2,3,,,,.84396
2012,41125,41125-2012,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,41125,41125-2013,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,41125,41125-2014,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,41125,41125-2015,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,41125,41125-2016,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,41125,41125-2017,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,41127,41127-2011,BAO,15,14,1,9,6,0,0,0,0,5,6,4,0,0,6,3,6,49.4,47.22222222222222,52.66666666666666,.6723933333333334
2012,41127,41127-2012,BAO,17,16,1,10,7,0,0,0,0,5,8,4,0,0,5,5,7,49.52941176470588,48.5,51,.7047176470588235
2013,41127,41127-2013,BAO,18,16,2,12,6,0,0,0,0,6,7,5,0,0,6,5,7,49.55555555555556,48.41666666666666,51.83333333333334,.6658500000000001
2014,41127,41127-2014,BAO,16,13,3,12,4,0,0,0,0,3,8,5,0,0,5,5,6,50.6875,49.83333333333334,53.25,.68336875
2015,41127,41127-2015,BAO,16,13,3,12,4,0,0,0,0,3,7,6,0,0,5,5,6,51.6875,50.83333333333334,54.25,.68336875
2016,41127,41127-2016,BAO,17,14,3,13,4,0,0,0,0,4,5,7,1,0,7,5,5,51.88235294117647,50.84615384615385,55.25,.5869470588235295
2017,41127,41127-2017,BAO,18,14,4,14,4,0,0,0,1,5,3,8,1,0,8,6,4,50.22222222222222,48.5,56.25,.5854833333333335
2011,41148,41148-2011,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,41148,41148-2012,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,41148,41148-2013,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,41148,41148-2014,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,41148,41148-2015,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,41148,41148-2016,BAO,13,6,7,9,4,0,0,2,2,4,2,2,1,0,8,1,4,41.69230769230769,41.88888888888889,41.25,.5076923076923077
2017,41148,41148-2017,BAO,17,16,1,11,6,0,0,0,6,2,4,5,0,0,4,5,8,44.76470588235294,44.18181818181818,45.83333333333334,.6879411764705883
2011,41167,41167-2011,BAO,4,4,0,,,0,0,0,0,1,2,1,0,0,1,1,2,,,,.605325
2012,41167,41167-2012,BAO,3,3,0,,,0,0,0,0,1,1,1,0,0,0,1,2,,,,.7666666666666666
2013,41167,41167-2013,BAO,3,3,0,,,0,0,0,0,1,1,1,0,0,0,1,2,,,,.7666666666666666
2014,41167,41167-2014,BAO,5,4,1,,,0,0,0,0,3,0,2,0,0,1,3,1,,,,.55
2015,41167,41167-2015,BAO,4,4,0,,,0,0,0,0,3,0,1,0,0,0,3,1,,,,.625
2016,41167,41167-2016,BAO,4,4,0,,,0,0,0,0,2,1,1,0,0,0,3,1,,,,.625
2017,41167,41167-2017,BAO,4,4,0,,,0,0,0,0,2,1,1,0,0,0,3,1,,,,.7250000000000001
2011,41191,41191-2011,BAO,11,11,0,,,0,0,1,0,3,6,1,0,0,3,4,4,,,,.6729636363636363
2012,41191,41191-2012,BAO,10,10,0,,,0,0,1,0,2,5,2,0,0,2,4,4,,,,.6860000000000001
2013,41191,41191-2013,BAO,12,10,2,9,3,0,0,0,1,2,7,2,0,0,2,5,5,46.75,45.88888888888889,49.33333333333334,.6800000000000001
2014,41191,41191-2014,BAO,12,11,1,10,2,0,0,0,1,2,6,3,0,0,3,3,6,48.16666666666666,48,49,.7050000000000001
2015,41191,41191-2015,BAO,11,10,1,,,0,0,0,1,1,6,3,0,0,3,4,4,,,,.6781818181818182
2016,41191,41191-2016,BAO,12,11,1,8,4,0,0,0,2,2,4,4,0,0,5,3,4,48,48.625,46.75,.6085333333333333
2017,41191,41191-2017,BAO,17,16,1,11,6,0,0,0,2,1,5,9,0,0,7,5,5,51.88235294117647,52.54545454545455,50.66666666666666,.6073470588235295
2011,41194,41194-2011,BAO,19,19,0,12,7,0,0,0,1,4,5,9,0,0,5,7,7,50,49.16666666666666,51.42857142857143,.6615
2012,41194,41194-2012,BAO,20,19,1,14,6,0,0,1,3,6,4,6,0,0,6,11,3,45.1,42.42857142857143,51.33333333333334,.5522199999999998
2013,41194,41194-2013,BAO,22,19,3,14,8,0,0,1,3,6,4,8,0,0,10,9,3,46.5,43.64285714285715,51.5,.544859090909091
2014,41194,41194-2014,BAO,27,26,1,19,8,0,0,1,5,4,8,9,0,0,9,10,8,47.07407407407408,44.42105263157895,53.375,.6027222222222223
2015,41194,41194-2015,BAO,31,26,5,23,8,0,0,1,3,9,8,10,0,0,13,6,12,47.83870967741935,45.56521739130435,54.375,.6889075945670081
2016,41194,41194-2016,BAO,22,17,5,17,5,0,0,3,1,6,8,4,0,0,5,13,4,44.68181818181818,44.41176470588236,45.6,.6202772727272726
2017,41194,41194-2017,BAO,38,35,3,34,4,0,0,1,2,8,13,13,1,0,22,8,8,49.86842105263158,49.23529411764706,55.25,.4970184210526316
2011,41196,41196-2011,BAO,3,3,0,,,0,0,0,0,1,1,1,0,0,1,0,2,,,,.7411666666666666
2012,41196,41196-2012,BAO,3,3,0,,,0,0,0,0,1,1,1,0,0,1,0,2,,,,.7420333333333332
2013,41196,41196-2013,BAO,3,3,0,,,0,0,0,0,1,0,2,0,0,1,0,2,,,,.7557666666666667
2014,41196,41196-2014,BAO,3,3,0,,,0,0,0,0,1,0,2,0,0,1,0,2,,,,.7411666666666666
2015,41196,41196-2015,BAO,3,3,0,,,0,0,0,0,1,0,2,0,0,1,0,2,,,,.7411666666666666
2016,41196,41196-2016,BAO,3,3,0,,,0,0,0,0,1,0,2,0,0,1,0,2,,,,.7411666666666666
2017,41196,41196-2017,BAO,3,3,0,,,0,0,0,0,1,0,2,0,0,1,0,2,,,,.7411666666666666
2011,41226,41226-2011,BAO,3,3,0,,,0,0,0,0,0,0,3,0,0,0,0,3,,,,.9759666666666668
2012,41226,41226-2012,BAO,3,3,0,,,0,0,0,0,0,0,3,0,0,0,0,3,,,,.9759666666666668
2013,41226,41226-2013,BAO,3,3,0,,,0,0,0,0,0,0,3,0,0,0,0,3,,,,.9759666666666668
2014,41226,41226-2014,BAO,3,3,0,,,0,0,0,0,0,0,3,0,0,0,0,3,,,,.9759666666666668
2015,41226,41226-2015,BAO,3,1,2,3,0,0,0,0,0,0,1,2,0,0,0,0,3,57.66666666666666,57.66666666666666,0,.9093
2016,41226,41226-2016,BAO,9,5,4,7,2,0,0,0,1,2,3,3,0,0,4,3,2,49.66666666666666,49.57142857142857,50,.5444777777777778
2017,41226,41226-2017,BAO,10,9,1,8,2,0,0,0,0,3,4,3,0,0,5,3,2,50.7,50.625,51,.5100300000000001
2011,41228,41228-2011,BAO,28,27,1,22,6,0,0,3,8,8,4,4,1,0,5,15,8,40.64285714285715,36.81818181818182,54.66666666666666,.6723535714285713
2012,41228,41228-2012,BAO,23,23,0,19,4,0,0,0,6,9,3,5,0,0,7,10,6,42.47826086956522,39.26315789473684,57.75,.5940086956521739
2013,41228,41228-2013,BAO,17,16,1,13,4,0,0,0,3,7,2,4,1,0,4,6,7,46,41.69230769230769,60,.6788470588235294
2014,41228,41228-2014,BAO,16,15,1,12,4,0,0,0,2,7,2,4,1,0,6,3,7,46.875,42.83333333333334,59,.618325
2015,41228,41228-2015,BAO,24,16,8,16,8,0,0,0,3,9,6,3,3,0,11,5,8,47.70833333333334,44.5625,54,.5354833333333333
2016,41228,41228-2016,BAO,31,23,8,24,7,0,0,3,5,11,6,4,2,0,15,8,8,42.74193548387097,40.125,51.71428571428572,.5065870967741936
2017,41228,41228-2017,BAO,49,31,18,39,10,0,0,11,8,13,9,6,2,0,21,16,12,39.55102040816327,35.8974358974359,53.8,.5365755102040817
2011,41246,41246-2011,BAO,17,17,0,13,4,0,0,1,1,1,6,8,0,0,10,1,6,50.70588235294117,49.38461538461539,55,.4698294117647059
2012,41246,41246-2012,BAO,14,14,0,10,4,0,0,1,0,2,4,7,0,0,9,0,5,51,48.5,57.25,.4621071428571429
2013,41246,41246-2013,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,41246,41246-2014,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,41246,41246-2015,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,41246,41246-2016,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,41246,41246-2017,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,41248,41248-2011,BAO,28,24,4,20,8,0,0,2,3,4,8,11,0,0,8,7,13,48.35714285714285,45.9,54.5,.6710285714285712
2012,41248,41248-2012,BAO,17,15,2,11,6,0,0,1,1,1,4,10,0,0,3,3,11,50.8235294117647,48.72727272727273,54.66666666666666,.7642529411764706
2013,41248,41248-2013,BAO,36,22,14,29,7,0,0,3,8,11,5,9,0,0,6,14,16,42.38888888888889,41.03448275862069,48,.7319416666666667
2014,41248,41248-2014,BAO,39,34,5,30,9,0,0,3,10,9,7,10,0,0,15,6,18,41.94871794871795,40.46666666666667,46.88888888888889,.6473
2015,41248,41248-2015,BAO,35,29,6,28,7,0,0,0,7,11,8,9,0,0,9,8,18,45.62857142857143,44.25,51.14285714285715,.7156428571428573
2016,41248,41248-2016,BAO,25,22,3,20,5,0,0,0,2,8,8,6,1,0,4,7,14,48.24,48.75,46.2,.7614359999999999
2017,41248,41248-2017,BAO,20,19,1,17,3,0,0,0,2,8,4,6,0,0,1,7,12,47,47,47,.82284
2011,41251,41251-2011,BAO,44,42,2,25,19,0,0,0,1,8,17,18,0,0,20,9,15,51.52272727272727,47.92,56.26315789473684,.5554909090909089
2012,41251,41251-2012,BAO,45,41,4,26,19,0,0,0,0,9,15,20,1,0,22,9,14,52.2,49,56.57894736842106,.5466923168871557
2013,41251,41251-2013,BAO,54,51,3,36,18,0,0,0,1,10,16,26,1,0,27,12,15,52.48148148148148,49.86111111111111,57.72222222222222,.5483777777777777
2014,41251,41251-2014,BAO,74,70,4,54,20,0,0,0,5,12,22,33,2,0,33,16,25,51.81081081081081,49.7037037037037,57.5,.583772972972973
2015,41251,41251-2015,BAO,82,76,6,64,18,0,0,2,8,15,19,37,1,0,34,23,25,49.81707317073171,47.515625,58,.5693036585365854
2016,41251,41251-2016,BAO,102,86,16,76,26,0,0,4,13,16,24,42,3,0,44,29,29,48.46078431372549,46.4078947368421,54.46153846153846,.5474696078431371
2017,41251,41251-2017,BAO,95,84,11,71,24,0,0,3,14,15,20,41,2,0,35,32,28,48.51578947368421,47.45070422535211,51.66666666666666,.578536842105263
2011,41270,41270-2011,BAO,5,5,0,2,3,0,0,0,0,1,0,4,0,0,2,2,1,55.6,51,58.66666666666666,.46204
2012,41270,41270-2012,BAO,6,5,1,,,0,0,1,0,2,1,2,0,0,3,3,0,,,,.3731
2013,41270,41270-2013,BAO,3,3,0,3,0,0,0,0,0,1,1,1,0,0,1,2,0,49,49,0,.4766666666666667
2014,41270,41270-2014,BAO,7,6,1,5,2,0,0,0,0,3,2,2,0,0,3,2,2,48.14285714285715,44.2,58,.6244428571428572
2015,41270,41270-2015,BAO,9,8,1,7,2,0,0,0,1,3,2,3,0,0,3,4,2,46.77777777777778,43.28571428571429,59,.6222222222222222
2016,41270,41270-2016,BAO,11,10,1,9,2,0,0,0,1,4,3,3,0,0,4,5,2,47.27272727272727,44.77777777777778,58.5,.6102909090909091
2017,41270,41270-2017,BAO,12,11,1,10,2,0,0,0,1,4,4,3,0,0,6,3,3,46.66666666666666,44.1,59.5,.5351166666666668
2011,41282,41282-2011,BAO,31,29,2,21,10,0,0,0,1,12,8,10,0,0,13,4,14,48.48387096774194,46.04761904761905,53.6,.592058064516129
2012,41282,41282-2012,BAO,32,32,0,19,13,0,0,0,1,11,7,13,0,0,15,2,15,50.125,46.42105263157895,55.53846153846154,.5798500000000001
2013,41282,41282-2013,BAO,23,23,0,13,10,0,0,0,0,3,5,15,0,0,9,1,13,54.30434782608695,53.15384615384615,55.8,.6683478260869566
2014,41282,41282-2014,BAO,25,25,0,16,9,0,0,0,0,4,7,14,0,0,8,4,13,53.52,52,56.22222222222222,.6921320000000002
2015,41282,41282-2015,BAO,27,26,1,21,6,0,0,0,1,5,7,13,1,0,8,7,12,52.5925925925926,51.42857142857143,56.66666666666666,.6624037037037036
2016,41282,41282-2016,BAO,30,21,9,22,8,0,0,3,1,6,9,11,0,0,12,8,10,47.46666666666667,45.81818181818182,52,.5838100000000003
2017,41282,41282-2017,BAO,33,19,14,24,9,0,0,5,5,6,7,7,3,0,12,11,10,44.42424242424242,42.33333333333334,50,.5722454545454545
2011,41337,41337-2011,BAO,5,5,0,2,3,0,0,0,0,1,3,1,0,0,1,1,3,51.2,47,54,.75566
2012,41337,41337-2012,BAO,5,5,0,2,3,0,0,0,0,1,3,1,0,0,1,1,3,52.2,48,55,.75566
2013,41337,41337-2013,BAO,5,5,0,2,3,0,0,0,0,1,1,3,0,0,1,1,3,53.2,49,56,.75566
2014,41337,41337-2014,BAO,5,5,0,2,3,0,0,0,0,0,1,4,0,0,1,1,3,54.2,50,57,.77566
2015,41337,41337-2015,BAO,5,5,0,2,3,0,0,0,0,0,1,4,0,0,1,1,3,55.2,51,58,.77566
2016,41337,41337-2016,BAO,8,6,2,3,5,0,0,0,0,1,1,6,0,0,3,1,4,54.75,53.66666666666666,55.4,.6597999999999999
2017,41337,41337-2017,BAO,6,6,0,3,3,0,0,0,0,0,1,5,0,0,2,1,3,57,54.66666666666666,59.33333333333334,.71305
2011,41338,41338-2011,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,41338,41338-2012,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,41338,41338-2013,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,41338,41338-2014,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,41338,41338-2015,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,41338,41338-2016,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,41338,41338-2017,BAO,6,4,2,,,0,0,0,0,0,1,3,2,0,3,1,2,,,,.5075666666666666
2011,41340,41340-2011,BAO,8,7,1,4,4,0,0,0,0,2,2,4,0,0,2,2,4,52.25,49.5,55,.705575
2012,41340,41340-2012,BAO,7,7,0,4,3,0,0,0,0,2,2,3,0,0,1,2,4,51.57142857142857,50.5,53,.7416142857142857
2013,41340,41340-2013,BAO,12,7,5,4,8,0,0,0,0,4,3,4,1,0,1,2,9,52.5,51.5,53,.8671583333333334
2014,41340,41340-2014,BAO,11,10,1,5,6,0,0,0,0,3,2,6,0,0,2,2,7,52.63636363636363,51.2,53.83333333333334,.7736545454545456
2015,41340,41340-2015,BAO,20,12,8,9,11,0,0,0,0,2,8,8,2,0,8,3,9,54.15,51.77777777777778,56.09090909090909,.563435
2016,41340,41340-2016,BAO,17,12,5,8,9,0,0,0,0,1,7,7,2,0,8,2,7,56.11764705882353,54.125,57.88888888888889,.5110764705882352
2017,41340,41340-2017,BAO,16,11,5,7,9,0,0,0,0,0,5,9,2,0,7,2,7,56.875,54,59.11111111111111,.51801875
2011,41343,41343-2011,BAO,1,1,0,,,0,0,0,0,1,0,0,0,0,0,1,0,,,,.6
2012,41343,41343-2012,BAO,2,2,0,,,0,0,0,0,1,1,0,0,0,0,2,0,,,,.55
2013,41343,41343-2013,BAO,2,2,0,,,0,0,0,0,1,1,0,0,0,1,1,0,,,,.4863
2014,41343,41343-2014,BAO,2,2,0,,,0,0,0,0,0,2,0,0,0,1,1,0,,,,.4863
2015,41343,41343-2015,BAO,2,2,0,,,0,0,0,0,0,2,0,0,0,1,1,0,,,,.4863
2016,41343,41343-2016,BAO,4,4,0,2,2,0,0,0,1,0,2,1,0,0,1,1,2,46.25,36.5,56,.6931499999999999
2017,41343,41343-2017,BAO,4,4,0,2,2,0,0,0,1,0,2,1,0,0,1,1,2,47.25,37.5,57,.6931499999999999
2011,41345,41345-2011,BAO,54,50,4,30,24,0,0,2,5,7,24,16,0,0,18,14,22,48.35185185185186,44.16666666666666,53.58333333333334,.6393777777777778
2012,41345,41345-2012,BAO,40,39,1,22,18,0,0,0,4,6,18,12,0,0,11,11,18,49.15,45.86363636363637,53.16666666666666,.6675125000000001
2013,41345,41345-2013,BAO,38,36,2,21,17,0,0,0,3,4,15,16,0,0,8,12,18,50.63157894736842,46.76190476190476,55.41176470588236,.6975947368421053
2014,41345,41345-2014,BAO,42,35,7,21,21,0,0,0,3,5,15,19,0,0,16,10,16,51.83333333333334,47.14285714285715,56.52380952380953,.566554761904762
2015,41345,41345-2015,BAO,35,34,1,19,16,0,0,0,2,6,10,17,0,0,9,9,17,52,47.89473684210526,56.875,.6999457142857144
2016,41345,41345-2016,BAO,39,38,1,21,18,0,0,1,1,7,8,22,0,0,16,8,15,52.64102564102564,48.47619047619047,57.5,.5880641025641028
2017,41345,41345-2017,BAO,44,44,0,27,17,0,0,0,5,7,11,20,1,0,14,13,17,50.95454545454545,46.25925925925926,58.41176470588236,.6248594544516372
2011,41349,41349-2011,BAO,6,6,0,,,0,0,0,1,2,2,1,0,0,3,2,1,,,,.49665
2012,41349,41349-2012,BAO,6,6,0,,,0,0,0,1,2,2,1,0,0,2,3,1,,,,.5198166666666666
2013,41349,41349-2013,BAO,13,12,1,8,5,0,0,1,1,3,5,3,0,0,9,2,2,46.61538461538461,43,52.4,.4502153846153846
2014,41349,41349-2014,BAO,6,5,1,,,0,0,0,0,1,4,1,0,0,1,4,1,,,,.6832333333333334
2015,41349,41349-2015,BAO,11,7,4,8,3,0,0,0,1,2,6,1,1,0,4,4,3,49.09090909090909,46,57.33333333333334,.5252727272727272
2016,41349,41349-2016,BAO,9,9,0,,,0,0,0,1,1,5,2,0,0,2,4,3,,,,.6597333333333333
2017,41349,41349-2017,BAO,11,10,1,8,3,0,0,0,1,2,5,3,0,0,3,2,6,47,46.375,48.66666666666666,.6954181818181818
2011,41359,41359-2011,BAO,3,3,0,,,0,0,0,1,0,0,2,0,0,1,1,1,,,,.5304
2012,41359,41359-2012,BAO,2,2,0,2,0,0,0,0,0,1,0,1,0,0,1,1,0,45.5,45.5,0,.4
2013,41359,41359-2013,BAO,1,0,1,,,0,0,0,0,1,0,0,0,0,1,0,0,,,,.4
2014,41359,41359-2014,BAO,1,0,1,,,0,0,0,0,1,0,0,0,0,1,0,0,,,,.4
2015,41359,41359-2015,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,41359,41359-2016,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,41359,41359-2017,BAO,1,1,0,,,0,0,0,0,0,0,1,0,0,1,0,0,,,,.2
2011,41362,41362-2011,BAO,6,1,5,2,4,0,0,0,0,1,2,3,0,0,2,0,4,50.83333333333334,44,54.25,.7102499999999999
2012,41362,41362-2012,BAO,5,5,0,2,3,0,0,0,0,1,2,2,0,0,1,0,4,50.4,45,54,.82004
2013,41362,41362-2013,BAO,5,5,0,2,3,0,0,0,0,1,2,2,0,0,0,1,4,51.4,46,55,.8711
2014,41362,41362-2014,BAO,5,5,0,3,2,0,0,0,0,1,1,3,0,0,0,1,4,55.4,51.66666666666666,61,.8367800000000001
2015,41362,41362-2015,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,41362,41362-2016,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,41362,41362-2017,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,41373,41373-2011,BAO,28,21,7,14,14,0,0,0,4,6,8,10,0,0,3,4,21,47.17857142857143,43.78571428571429,50.57142857142857,.8581098496587651
2012,41373,41373-2012,BAO,25,22,3,14,11,0,0,0,2,4,12,7,0,0,2,6,17,49.24,47.42857142857143,51.54545454545455,.8228880000000001
2013,41373,41373-2013,BAO,26,20,6,14,12,0,0,0,4,2,12,8,0,0,4,5,17,49.38461538461539,47.35714285714285,51.75,.7783153846153849
2014,41373,41373-2014,BAO,22,18,4,11,11,0,0,0,2,6,6,8,0,0,4,3,15,48.54545454545455,45.36363636363637,51.72727272727273,.773109090909091
2015,41373,41373-2015,BAO,20,1,19,9,11,0,0,0,2,4,6,8,0,0,3,2,15,48.45,43.22222222222222,52.72727272727273,.8077449999999999
2016,41373,41373-2016,BAO,26,25,1,12,14,0,0,1,5,6,7,7,0,0,3,2,21,45.15384615384615,38.08333333333334,51.21428571428572,.8552538461538463
2017,41373,41373-2017,BAO,28,20,8,15,13,0,0,1,3,9,7,7,1,0,4,2,22,46.78571428571429,41.4,53,.8188535714285716
2011,41375,41375-2011,BAO,7,6,1,4,3,0,0,0,1,0,3,3,0,0,0,4,3,52.71428571428572,49.25,57.33333333333334,.8034571428571429
2012,41375,41375-2012,BAO,7,6,1,4,3,0,0,0,0,1,3,3,0,0,0,4,3,53.42857142857143,50.25,57.66666666666666,.7921857142857144
2013,41375,41375-2013,BAO,6,6,0,3,3,0,0,0,0,1,0,5,0,0,0,3,3,54.83333333333334,51,58.66666666666666,.8021500000000001
2014,41375,41375-2014,BAO,7,6,1,3,4,0,0,0,0,1,0,6,0,0,1,3,3,56,52,59,.7579804232804234
2015,41375,41375-2015,BAO,21,19,2,14,7,0,0,0,2,2,6,11,0,0,4,5,12,52.61904761904762,50.71428571428572,56.42857142857143,.7605190476190477
2016,41375,41375-2016,BAO,24,22,2,17,7,0,0,0,2,2,9,10,1,0,9,3,12,51.45833333333334,50.29411764705883,54.28571428571429,.6412083333333333
2017,41375,41375-2017,BAO,23,23,0,13,10,0,0,0,1,4,8,9,1,0,9,2,12,51.26086956521739,50.30769230769231,52.5,.6442695652173913
2011,41376,41376-2011,BAO,19,17,2,11,8,0,0,0,0,1,7,11,0,0,7,3,9,55.42105263157895,54.27272727272727,57,.6397631578947369
2012,41376,41376-2012,BAO,16,13,3,8,8,0,0,0,0,0,7,9,0,0,6,3,7,55.75,54.25,57.25,.63115
2013,41376,41376-2013,BAO,12,10,2,7,5,0,0,0,0,0,6,6,0,0,5,1,6,56.08333333333334,55.14285714285715,57.4,.6513916666666667
2014,41376,41376-2014,BAO,12,7,5,6,6,0,0,0,0,2,5,5,0,0,4,1,7,52.33333333333334,50.5,54.16666666666666,.7117083333333333
2015,41376,41376-2015,BAO,12,11,1,6,6,0,0,0,1,1,5,5,0,0,5,1,6,51.08333333333334,51.5,50.66666666666666,.6024833333333334
2016,41376,41376-2016,BAO,13,12,1,7,6,0,0,0,1,0,5,7,0,0,5,2,6,53.53846153846154,55.14285714285715,51.66666666666666,.6196153846153847
2017,41376,41376-2017,BAO,14,12,2,5,9,0,0,0,0,2,4,7,1,0,5,3,6,54.35714285714285,55.6,53.66666666666666,.6027214285714286
2011,41385,41385-2011,BAO,29,27,2,15,14,0,0,0,3,2,7,17,0,0,10,6,13,52.3448275862069,50.73333333333333,54.07142857142857,.6326482758620691
2012,41385,41385-2012,BAO,42,41,1,23,19,0,0,0,2,6,16,17,1,0,9,5,28,51.47619047619047,48.17391304347826,55.47368421052632,.7588714285714285
2013,41385,41385-2013,BAO,43,39,4,26,17,0,0,0,3,7,13,20,0,0,9,5,29,51.34883720930232,48.38461538461539,55.88235294117647,.7633802325581396
2014,41385,41385-2014,BAO,44,42,2,28,16,0,0,0,2,6,12,24,0,0,9,4,31,53.18181818181818,50.82142857142857,57.3125,.7710136363636363
2015,41385,41385-2015,BAO,37,33,4,23,14,0,0,0,1,4,15,16,1,0,5,6,26,53.16216216216216,51.73913043478261,55.5,.8363001240458627
2016,41385,41385-2016,BAO,39,34,5,26,13,0,0,3,1,6,14,15,0,0,9,8,22,49.1025641025641,46.07692307692308,55.15384615384615,.7357615384615385
2017,41385,41385-2017,BAO,49,41,8,31,18,0,0,1,6,9,18,15,0,0,16,12,21,48.10204081632653,46.80645161290322,50.33333333333334,.6285918367346939
2011,41390,41390-2011,BAO,6,4,2,4,2,0,0,0,2,0,2,2,0,0,0,4,2,46.16666666666666,39,60.5,.7445666666666667
2012,41390,41390-2012,BAO,6,4,2,4,2,0,0,0,2,0,1,3,0,0,0,4,2,47.16666666666666,40,61.5,.7445666666666667
2013,41390,41390-2013,BAO,7,3,4,,,0,0,0,4,0,1,2,0,0,2,4,1,,,,.6003142857142858
2014,41390,41390-2014,BAO,7,4,3,5,2,0,0,0,2,1,1,2,1,0,2,3,2,46.28571428571429,39.4,63.5,.6574571428571429
2015,41390,41390-2015,BAO,7,5,2,5,2,0,0,0,2,1,1,2,1,0,2,3,2,47.28571428571429,40.4,64.5,.6431714285714286
2016,41390,41390-2016,BAO,12,10,2,7,5,0,0,0,3,3,2,3,1,0,4,3,5,45.75,41.85714285714285,51.2,.6126833333333334
2017,41390,41390-2017,BAO,17,14,3,13,4,0,0,0,5,4,3,3,2,0,5,5,7,45.05882352941177,43.76923076923077,49.25,.6295411764705882
2011,41396,41396-2011,BAO,35,34,1,20,15,0,0,1,2,8,10,14,0,0,8,11,16,48.54285714285714,47.05,50.53333333333333,.7382971428571429
2012,41396,41396-2012,BAO,37,37,0,26,11,0,0,2,3,5,12,15,0,0,9,11,17,48.97297297297298,46.84615384615385,54,.7326621621621622
2013,41396,41396-2013,BAO,46,44,2,32,14,0,0,0,5,6,17,18,0,0,18,10,18,49.67391304347826,48.0625,53.35714285714285,.6354869565217391
2014,41396,41396-2014,BAO,50,45,5,33,17,0,0,1,5,7,16,21,0,0,19,12,19,49.7,47.87878787878788,53.23529411764706,.644216
2015,41396,41396-2015,BAO,52,43,9,27,25,0,0,0,2,6,16,25,3,0,19,11,22,53.96153846153846,52.48148148148148,55.56,.6215076923076922
2016,41396,41396-2016,BAO,44,34,10,22,22,0,0,0,3,3,18,17,3,0,22,6,16,52.59090909090909,48.45454545454545,56.72727272727273,.5285022727272727
2017,41396,41396-2017,BAO,88,73,15,59,29,0,0,5,8,22,28,25,0,0,21,15,52,46.88636363636363,44.08474576271186,52.58620689655172,.8196149206390356
