year,bevoegdgezag,bestuur_key,onderwijstype,personen,personeninvastedienst,personenintijdeldienst,vrouwen,mannen,geslachtonbekend,personenjongerdan15jaar,personen1525jaar,personen2535jaar,personen3545jaar,personen4555jaar,personen5565jaar,personen65jaarenouder,leeftijdonbekend,personen005ftes,personen0508ftes,personenmeerdan08ftes,gemiddeldeleeftijd,gemiddeldeleeftijdvrouw,gemiddeldeleeftijdman,gemiddeldeftes
2016,41534,41534-2016,BAO,7,7,0,5,2,0,0,0,1,2,3,1,0,0,4,1,2,43.71428571428572,41.6,49,.4758999999999999
2017,41534,41534-2017,BAO,7,6,1,5,2,0,0,0,1,2,3,1,0,0,4,1,2,44.71428571428572,42.6,50,.4758999999999999
2011,41535,41535-2011,BAO,19,16,3,13,6,0,0,2,1,3,4,9,0,0,7,2,10,48.57894736842106,47.23076923076923,51.5,.6580526315789473
2012,41535,41535-2012,BAO,21,17,4,13,8,0,0,3,2,2,3,11,0,0,8,4,9,48.52380952380953,49.46153846153846,47,.6282571428571429
2013,41535,41535-2013,BAO,16,14,2,12,4,0,0,2,1,2,2,9,0,0,5,4,7,49.6875,46.33333333333334,59.75,.65909375
2014,41535,41535-2014,BAO,16,16,0,10,6,0,0,0,2,3,3,8,0,0,6,2,8,51,51.2,50.66666666666666,.6537625
2015,41535,41535-2015,BAO,16,14,2,9,7,0,0,0,2,2,3,9,0,0,3,2,11,52.4375,51.55555555555556,53.57142857142857,.74536875
2016,41535,41535-2016,BAO,20,17,3,14,6,0,0,1,0,5,4,9,1,0,1,4,15,51.75,50.28571428571429,55.16666666666666,.8447500000000001
2017,41535,41535-2017,BAO,15,13,2,12,3,0,0,0,2,2,4,6,1,0,1,6,8,51.2,48.75,61,.74382
2011,41538,41538-2011,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,41538,41538-2012,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,41538,41538-2013,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,41538,41538-2014,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,41538,41538-2015,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,41538,41538-2016,BAO,12,9,3,9,3,0,0,0,0,6,5,1,0,0,5,3,4,45.25,43.11111111111111,51.66666666666666,.5479999999999999
2017,41538,41538-2017,BAO,14,9,5,12,2,0,0,0,2,5,5,2,0,0,9,1,4,44.57142857142857,42.5,57,.3658714285714285
2011,41545,41545-2011,BAO,11,11,0,8,3,0,0,0,1,3,5,2,0,0,3,3,5,46.72727272727273,43.875,54.33333333333334,.663809090909091
2012,41545,41545-2012,BAO,10,9,1,8,2,0,0,0,1,2,5,2,0,0,2,3,5,45.4,44,51,.73302
2013,41545,41545-2013,BAO,13,13,0,10,3,0,0,0,1,1,7,4,0,0,4,2,7,48.38461538461539,46.7,54,.6638538461538462
2014,41545,41545-2014,BAO,14,13,1,10,4,0,0,0,2,1,7,4,0,0,3,3,8,48.14285714285715,47.7,49.25,.7457642857142857
2015,41545,41545-2015,BAO,15,14,1,10,5,0,0,0,2,1,6,6,0,0,2,3,10,51,50.1,52.8,.8100600000000001
2016,41545,41545-2016,BAO,24,23,1,15,9,0,0,0,3,1,13,7,0,0,1,5,18,50.29166666666666,50.13333333333333,50.55555555555556,.8493333333333335
2017,41545,41545-2017,BAO,20,18,2,12,8,0,0,0,2,1,11,6,0,0,1,4,15,50.45,51.91666666666666,48.25,.8647550000000001
2011,41551,41551-2011,BAO,10,8,2,8,2,0,0,0,1,2,5,2,0,0,6,2,2,48.9,49,48.5,.42494
2012,41551,41551-2012,BAO,5,5,0,3,2,0,0,0,0,2,2,1,0,0,0,3,2,47.2,45.66666666666666,49.5,.6599999999999999
2013,41551,41551-2013,BAO,4,4,0,2,2,0,0,0,0,1,1,2,0,0,0,2,2,48,45.5,50.5,.7
2014,41551,41551-2014,BAO,8,6,2,5,3,0,0,0,0,1,3,4,0,0,0,1,7,53.125,48.8,60.33333333333334,.853475
2015,41551,41551-2015,BAO,12,8,4,8,4,0,0,0,2,1,3,6,0,0,2,4,6,49.16666666666666,44.375,58.75,.723015873015873
2016,41551,41551-2016,BAO,19,16,3,16,3,0,0,0,2,3,9,5,0,0,4,10,5,49,47.125,59,.6111052631578947
2017,41551,41551-2017,BAO,17,16,1,14,3,0,0,0,2,3,4,8,0,0,5,9,3,50.1764705882353,47.64285714285715,62,.5438823529411765
2011,41557,41557-2011,BAO,10,10,0,7,3,0,0,0,0,4,4,2,0,0,4,2,4,49.2,49.28571428571429,49,.6609299999999999
2012,41557,41557-2012,BAO,12,11,1,8,4,0,0,0,0,3,5,4,0,0,5,3,4,50.08333333333334,49.25,51.75,.6664249999999999
2013,41557,41557-2013,BAO,14,12,2,9,5,0,0,0,0,3,6,5,0,0,4,3,7,50.57142857142857,50.44444444444444,50.8,.7734285714285714
2014,41557,41557-2014,BAO,13,12,1,8,5,0,0,0,0,3,5,5,0,0,1,4,8,51.30769230769231,51,51.8,.8414923076923078
2015,41557,41557-2015,BAO,16,12,4,10,6,0,0,0,0,2,9,5,0,0,1,5,10,50.1875,48.3,53.33333333333334,.848525
2016,41557,41557-2016,BAO,18,18,0,12,6,0,0,0,1,4,8,5,0,0,4,5,9,48.33333333333334,46.5,52,.7491888888888888
2017,41557,41557-2017,BAO,20,18,2,13,7,0,0,1,0,3,10,6,0,0,6,5,9,49.65,47.15384615384615,54.28571428571429,.72143
2011,41560,41560-2011,BAO,3,2,1,,,0,0,0,0,0,2,1,0,0,0,3,0,,,,.6
2012,41560,41560-2012,BAO,3,3,0,,,0,0,0,0,0,2,1,0,0,0,3,0,,,,.6
2013,41560,41560-2013,BAO,3,3,0,,,0,0,0,0,0,2,1,0,0,0,3,0,,,,.6
2014,41560,41560-2014,BAO,3,3,0,,,0,0,0,0,0,2,1,0,0,0,3,0,,,,.6614333333333334
2015,41560,41560-2015,BAO,4,4,0,,,0,0,0,0,0,3,1,0,0,1,1,2,,,,.602
2016,41560,41560-2016,BAO,5,4,1,,,0,0,0,0,1,3,1,0,0,1,2,2,,,,.6016
2017,41560,41560-2017,BAO,8,6,2,,,0,0,0,1,2,3,2,0,0,4,3,1,,,,.3885000000000001
2011,41561,41561-2011,BAO,6,5,1,4,2,0,0,0,0,2,2,2,0,0,1,2,3,49.83333333333334,49.25,51,.7726999999999999
2012,41561,41561-2012,BAO,7,4,3,4,3,0,0,0,0,1,2,4,0,0,2,2,3,54.42857142857143,53.75,55.33333333333334,.7000000000000001
2013,41561,41561-2013,BAO,6,5,1,3,3,0,0,0,1,0,1,4,0,0,1,2,3,52,58.66666666666666,45.33333333333334,.7659833333333334
2014,41561,41561-2014,BAO,5,4,1,3,2,0,0,0,0,0,1,4,0,0,0,2,3,57.4,59.66666666666666,54,.8577600000000001
2015,41561,41561-2015,BAO,17,10,7,7,10,0,0,0,0,2,5,8,2,0,1,3,13,55.52941176470588,52.28571428571429,57.8,.8808235294117647
2016,41561,41561-2016,BAO,22,14,8,13,9,0,0,0,1,3,6,10,2,0,4,5,13,54.63636363636363,52.15384615384615,58.22222222222222,.785109090909091
2017,41561,41561-2017,BAO,18,18,0,10,8,0,0,0,1,4,3,9,1,0,4,6,8,52.27777777777778,48.1,57.5,.6854944444444443
2011,41567,41567-2011,BAO,16,9,7,9,7,0,0,3,4,2,4,3,0,0,2,3,11,39.625,33.66666666666666,47.28571428571429,.82823125
2012,41567,41567-2012,BAO,17,14,3,11,6,0,0,4,5,3,3,2,0,0,1,3,13,36.70588235294117,31.09090909090909,47,.8868705882352942
2013,41567,41567-2013,BAO,34,32,2,21,13,0,0,1,5,9,7,12,0,0,6,8,20,46.47058823529412,44.14285714285715,50.23076923076923,.777755882352941
2014,41567,41567-2014,BAO,30,29,1,18,12,0,0,1,4,10,7,8,0,0,6,9,15,45.5,43.55555555555556,48.41666666666666,.7321033333333332
2015,41567,41567-2015,BAO,39,31,8,25,14,0,0,3,8,9,6,13,0,0,9,9,21,44.48717948717949,41.12,50.5,.7374948717948716
2016,41567,41567-2016,BAO,25,23,2,16,9,0,0,0,4,5,6,9,1,0,3,8,14,48.96,44.375,57.11111111111111,.792112
2017,41567,41567-2017,BAO,15,12,3,9,6,0,0,0,1,1,8,5,0,0,0,1,14,50.06666666666667,48.55555555555556,52.33333333333334,.9578666666666666
2011,41570,41570-2011,BAO,15,14,1,10,5,0,0,0,0,2,5,8,0,0,3,6,6,52.86666666666667,50.4,57.8,.7223200000000001
2012,41570,41570-2012,BAO,14,13,1,9,5,0,0,0,0,1,4,9,0,0,2,6,6,54.92857142857143,52.77777777777778,58.8,.7513214285714287
2013,41570,41570-2013,BAO,20,18,2,13,7,0,0,0,0,2,6,12,0,0,5,6,9,54.1,53.15384615384615,55.85714285714285,.7320800000000001
2014,41570,41570-2014,BAO,30,16,14,20,10,0,0,7,6,2,5,10,0,0,12,4,14,40.96666666666667,36.8,49.3,.6089066666666667
2015,41570,41570-2015,BAO,37,20,17,29,8,0,0,6,11,4,6,9,1,0,17,8,12,40.48648648648648,36.3448275862069,55.5,.5701594594594597
2016,41570,41570-2016,BAO,33,19,14,25,8,0,0,2,7,4,6,13,1,0,15,6,12,46.87878787878788,43.44,57.625,.5670545454545454
2017,41570,41570-2017,BAO,38,16,22,34,4,0,0,10,3,7,10,8,0,0,13,10,15,41.02631578947369,39.1764705882353,56.75,.6025657894736842
2011,41571,41571-2011,BAO,25,25,0,15,10,0,0,0,0,3,10,12,0,0,4,7,14,52.52,49.06666666666667,57.7,.7233359999999999
2012,41571,41571-2012,BAO,25,25,0,14,11,0,0,0,0,2,12,11,0,0,4,8,13,53.4,50.28571428571429,57.36363636363637,.712368
2013,41571,41571-2013,BAO,9,9,0,7,2,0,0,0,0,2,5,2,0,0,3,3,3,49.33333333333334,48.57142857142857,52,.6111222222222222
2014,41571,41571-2014,BAO,34,29,5,20,14,0,0,1,4,2,13,14,0,0,10,12,12,49.52941176470588,45.05,55.92857142857143,.6422794117647059
2015,41571,41571-2015,BAO,39,31,8,25,14,0,0,2,5,4,12,16,0,0,16,12,11,48.48717948717949,44.28,56,.5489871794871796
2016,41571,41571-2016,BAO,50,47,3,33,17,0,0,1,6,8,12,23,0,0,22,13,15,49.34,46.57575757575758,54.70588235294117,.554052
2017,41571,41571-2017,BAO,64,51,13,45,19,0,0,2,13,9,16,22,2,0,19,13,32,46.921875,44.6,52.42105263157895,.7477979874498507
2011,41572,41572-2011,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,41572,41572-2012,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,41572,41572-2013,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,41572,41572-2014,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,41572,41572-2015,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,41572,41572-2016,BAO,2,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,62.5,62.5,0,1
2017,41572,41572-2017,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,41579,41579-2011,BAO,12,10,2,8,4,0,0,1,1,4,3,3,0,0,2,1,9,45.33333333333334,43.5,49,.834425
2012,41579,41579-2012,BAO,9,9,0,7,2,0,0,0,0,4,3,2,0,0,2,1,6,48.44444444444444,46.28571428571429,56,.7714555555555555
2013,41579,41579-2013,BAO,10,7,3,7,3,0,0,0,0,4,4,2,0,0,2,2,6,48.1,46.57142857142857,51.66666666666666,.761
2014,41579,41579-2014,BAO,13,10,3,10,3,0,0,0,1,5,3,4,0,0,2,3,8,47.53846153846154,49,42.66666666666666,.7730461538461538
2015,41579,41579-2015,BAO,27,21,6,23,4,0,0,0,5,9,3,10,0,0,5,6,16,47.11111111111111,47.39130434782609,45.5,.7409481481481482
2016,41579,41579-2016,BAO,33,25,8,27,6,0,0,0,2,6,13,11,1,0,4,11,18,50.78787878787879,49.92592592592592,54.66666666666666,.7421757575757577
2017,41579,41579-2017,BAO,27,22,5,22,5,0,0,0,3,5,10,9,0,0,5,9,13,49.2962962962963,50.09090909090909,45.8,.7039703703703703
2011,41582,41582-2011,BAO,13,11,2,6,7,0,0,0,1,4,6,2,0,0,2,2,9,47.30769230769231,42,51.85714285714285,.7917615384615384
2012,41582,41582-2012,BAO,14,14,0,8,6,0,0,1,1,3,5,4,0,0,4,1,9,46.21428571428572,41.375,52.66666666666666,.7456071428571429
2013,41582,41582-2013,BAO,15,14,1,9,6,0,0,0,2,5,5,3,0,0,4,4,7,45.2,41.77777777777778,50.33333333333334,.6857733333333334
2014,41582,41582-2014,BAO,14,12,2,8,6,0,0,0,3,4,6,1,0,0,3,4,7,43.42857142857143,42.5,44.66666666666666,.6914714285714286
2015,41582,41582-2015,BAO,26,25,1,14,12,0,0,0,3,6,8,9,0,0,6,8,12,48.26923076923077,46.57142857142857,50.25,.6801461538461537
2016,41582,41582-2016,BAO,37,32,5,23,14,0,0,1,6,7,12,11,0,0,14,13,10,47,46.04347826086956,48.57142857142857,.5781945945945944
2017,41582,41582-2017,BAO,26,22,4,16,10,0,0,1,2,4,11,8,0,0,6,13,7,49.11538461538461,48,50.9,.6184653846153847
2011,41583,41583-2011,BAO,7,7,0,3,4,0,0,0,0,3,0,4,0,0,6,0,1,51.57142857142857,47.66666666666666,54.5,.3230428571428571
2012,41583,41583-2012,BAO,9,9,0,5,4,0,0,0,0,5,0,4,0,0,8,0,1,49.88888888888889,45.4,55.5,.2661555555555556
2013,41583,41583-2013,BAO,6,5,1,2,4,0,0,0,0,1,1,3,1,0,5,0,1,55.66666666666666,54,56.5,.3642166666666666
2014,41583,41583-2014,BAO,5,5,0,2,3,0,0,0,0,1,1,3,0,0,4,0,1,53,50,55,.40864
2015,41583,41583-2015,BAO,10,10,0,7,3,0,0,0,0,1,5,4,0,0,8,0,2,50.9,48.71428571428572,56,.34922
2016,41583,41583-2016,BAO,18,16,2,13,5,0,0,1,3,4,6,4,0,0,14,1,3,44.88888888888889,43.84615384615385,47.6,.3412666666666666
2017,41583,41583-2017,BAO,11,9,2,7,4,0,0,0,2,3,3,3,0,0,7,1,3,44.72727272727273,41.14285714285715,51,.5219272727272727
2011,41595,41595-2011,BAO,6,5,1,4,2,0,0,0,0,5,0,1,0,0,3,0,3,44,41.75,48.5,.6875166666666667
2012,41595,41595-2012,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,41595,41595-2013,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,41595,41595-2014,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,41595,41595-2015,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,41595,41595-2016,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,41595,41595-2017,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,41604,41604-2011,BAO,2,2,0,,,0,0,0,0,0,1,1,0,0,0,1,1,,,,.7763
2012,41604,41604-2012,BAO,2,2,0,,,0,0,0,0,0,1,1,0,0,0,1,1,,,,.7763
2013,41604,41604-2013,BAO,3,3,0,,,0,0,0,0,0,1,2,0,0,0,1,2,,,,.8020333333333333
2014,41604,41604-2014,BAO,3,2,1,,,0,0,0,0,1,1,1,0,0,0,2,1,,,,.7799999999999999
2015,41604,41604-2015,BAO,2,2,0,,,0,0,0,0,0,0,2,0,0,0,1,1,,,,.8400000000000001
2016,41604,41604-2016,BAO,2,2,0,,,0,0,0,0,0,0,2,0,0,0,1,1,,,,.8400000000000001
2017,41604,41604-2017,BAO,1,1,0,,,0,0,0,0,0,0,1,0,0,0,1,0,,,,.6800000000000001
2011,41611,41611-2011,BAO,23,21,2,18,5,0,0,1,2,7,6,7,0,0,10,7,6,46.91304347826087,45.22222222222222,53,.5268826086956522
2012,41611,41611-2012,BAO,19,17,2,17,2,0,0,0,1,8,5,5,0,0,8,6,5,47.26315789473684,46.52941176470588,53.5,.5406052631578947
2013,41611,41611-2013,BAO,24,22,2,20,4,0,0,0,1,7,8,8,0,0,8,11,5,49,48.1,53.5,.5771375
2014,41611,41611-2014,BAO,27,22,5,22,5,0,0,0,2,8,8,9,0,0,10,9,8,48.40740740740741,46.72727272727273,55.8,.571625925925926
2015,41611,41611-2015,BAO,24,20,4,20,4,0,0,0,1,9,7,7,0,0,6,11,7,47.41666666666666,45.7,56,.631396159539099
2016,41611,41611-2016,BAO,28,18,10,23,5,0,0,1,0,9,8,9,1,0,6,14,8,48.53571428571429,45.69565217391305,61.6,.6088392857142857
2017,41611,41611-2017,BAO,28,16,12,26,2,0,0,1,1,8,10,7,1,0,9,12,7,46.82142857142857,45.88461538461539,59,.5823142857142857
2011,41613,41613-2011,BAO,6,6,0,4,2,0,0,0,1,3,1,1,0,0,0,1,5,44.66666666666666,38.5,57,.8833333333333334
2012,41613,41613-2012,BAO,7,7,0,3,4,0,0,0,1,3,2,1,0,0,1,1,5,46.85714285714285,39,52.75,.8331142857142858
2013,41613,41613-2013,BAO,14,12,2,7,7,0,0,1,0,5,3,4,1,0,3,3,8,49.71428571428572,48.85714285714285,50.57142857142857,.7816499642857142
2014,41613,41613-2014,BAO,17,8,9,12,5,0,0,3,5,3,3,2,1,0,2,2,13,38.29411764705883,35.33333333333334,45.4,.8806764705882353
2015,41613,41613-2015,BAO,23,13,10,16,7,0,0,2,7,2,4,7,1,0,4,4,15,43.30434782608695,37.8125,55.85714285714285,.7815695652173913
2016,41613,41613-2016,BAO,22,16,6,17,5,0,0,2,6,5,3,6,0,0,5,2,15,41.86363636363637,38.76470588235294,52.4,.7521136363636365
2017,41613,41613-2017,BAO,22,22,0,17,5,0,0,6,2,4,5,5,0,0,5,3,14,40.54545454545455,39.23529411764706,45,.7282636363636363
2011,41617,41617-2011,BAO,3,3,0,,,0,0,0,0,0,3,0,0,0,0,1,2,,,,.9321
2012,41617,41617-2012,BAO,3,3,0,,,0,0,0,0,0,3,0,0,0,0,0,3,,,,1
2013,41617,41617-2013,BAO,3,3,0,,,0,0,0,0,0,3,0,0,0,0,0,3,,,,1
2014,41617,41617-2014,BAO,10,3,7,6,4,0,0,0,1,1,5,0,3,0,6,1,3,53.5,49,60.25,.37606
2015,41617,41617-2015,BAO,12,10,2,9,3,0,0,2,6,0,3,0,1,0,5,4,3,37.41666666666666,37.66666666666666,36.66666666666666,.5563333333333334
2016,41617,41617-2016,BAO,14,11,3,9,5,0,0,1,5,0,5,3,0,0,3,3,8,43.14285714285715,40.55555555555556,47.8,.7730571428571429
2017,41617,41617-2017,BAO,10,3,7,10,0,0,0,1,5,2,2,0,0,0,5,3,2,35,35,0,.4585
2011,41621,41621-2011,BAO,4,3,1,,,0,0,0,0,2,2,0,0,0,1,2,1,,,,.5407
2012,41621,41621-2012,BAO,4,4,0,,,0,0,0,0,2,1,1,0,0,1,2,1,,,,.525
2013,41621,41621-2013,BAO,4,4,0,,,0,0,0,0,2,1,1,0,0,1,2,1,,,,.5125
2014,41621,41621-2014,BAO,5,4,1,,,0,0,0,0,2,1,2,0,0,3,1,1,,,,.4271200000000001
2015,41621,41621-2015,BAO,6,6,0,4,2,0,0,0,0,3,1,2,0,0,5,0,1,46.5,44,51.5,.3819333333333334
2016,41621,41621-2016,BAO,10,8,2,6,4,0,0,1,3,4,1,1,0,0,6,3,1,38.4,37.66666666666666,39.5,.45916
2017,41621,41621-2017,BAO,23,16,7,18,5,0,0,6,7,4,4,2,0,0,14,7,2,35.47826086956522,32.38888888888889,46.6,.4239913043478262
2011,41629,41629-2011,BAO,8,8,0,4,4,0,0,0,1,1,3,3,0,0,1,3,4,50,42.5,57.5,.7625
2012,41629,41629-2012,BAO,8,8,0,4,4,0,0,0,1,1,2,4,0,0,2,2,4,51,43.5,58.5,.7124999999999999
2013,41629,41629-2013,BAO,8,8,0,4,4,0,0,0,1,1,2,4,0,0,2,2,4,52,44.5,59.5,.7124999999999999
2014,41629,41629-2014,BAO,7,7,0,4,3,0,0,0,0,2,1,4,0,0,2,2,3,51.42857142857143,45.5,59.33333333333334,.6714285714285714
2015,41629,41629-2015,BAO,11,6,5,5,6,0,0,0,0,2,3,6,0,0,6,2,3,51.72727272727273,42.8,59.16666666666666,.4000454545454544
2016,41629,41629-2016,BAO,10,5,5,5,5,0,0,0,0,2,3,5,0,0,5,2,3,51.5,43.8,59.2,.4100499999999999
2017,41629,41629-2017,BAO,10,5,5,5,5,0,0,0,0,2,3,5,0,0,5,2,3,52.5,44.8,60.2,.4100499999999999
2011,41630,41630-2011,BAO,26,25,1,12,14,0,0,1,3,6,8,8,0,0,2,8,16,47.30769230769231,45.66666666666666,48.71428571428572,.7655461538461539
2012,41630,41630-2012,BAO,22,21,1,9,13,0,0,1,2,2,9,8,0,0,1,7,14,48.36363636363637,47.88888888888889,48.69230769230769,.7719272727272728
2013,41630,41630-2013,BAO,24,23,1,10,14,0,0,1,2,1,10,10,0,0,2,6,16,49.45833333333334,49.7,49.28571428571429,.7940458333333335
2014,41630,41630-2014,BAO,25,23,2,13,12,0,0,1,2,1,9,12,0,0,2,7,16,50.24,51.15384615384615,49.25,.768896
2015,41630,41630-2015,BAO,25,24,1,12,13,0,0,1,3,1,8,12,0,0,3,7,15,50.2,49.66666666666666,50.69230769230769,.7609959999999998
2016,41630,41630-2016,BAO,28,24,4,17,11,0,0,4,3,0,10,11,0,0,6,9,13,47.67857142857143,44.52941176470588,52.54545454545455,.6993535714285716
2017,41630,41630-2017,BAO,27,24,3,14,13,0,0,1,3,2,8,12,1,0,3,11,13,50.5925925925926,46.85714285714285,54.61538461538461,.7319370370370372
2011,41631,41631-2011,BAO,55,52,3,31,24,0,0,1,4,14,12,24,0,0,17,9,29,49.09090909090909,45.70967741935484,53.45833333333334,.6677127272727272
2012,41631,41631-2012,BAO,46,44,2,28,18,0,0,0,2,14,12,18,0,0,18,9,19,49.32608695652174,45.42857142857143,55.38888888888889,.5900957783301213
2013,41631,41631-2013,BAO,26,24,2,14,12,0,0,0,2,6,8,10,0,0,4,2,20,49.38461538461539,43.35714285714285,56.41666666666666,.8270115384615384
2014,41631,41631-2014,BAO,27,25,2,15,12,0,0,0,1,7,7,12,0,0,5,1,21,50.55555555555556,45.26666666666667,57.16666666666666,.8296518518518518
2015,41631,41631-2015,BAO,19,18,1,9,10,0,0,0,1,4,5,9,0,0,2,0,17,52.05263157894737,45.22222222222222,58.2,.8897263157894738
2016,41631,41631-2016,BAO,21,21,0,11,10,0,0,0,1,3,6,9,2,0,2,0,19,53.52380952380953,48.36363636363637,59.2,.888247619047619
2017,41631,41631-2017,BAO,36,36,0,26,10,0,0,0,1,5,14,16,0,0,16,1,19,51.69444444444444,48.69230769230769,59.5,.625086111111111
2011,41633,41633-2011,BAO,7,7,0,,,0,0,1,0,2,3,1,0,0,1,2,4,,,,.7358428571428571
2012,41633,41633-2012,BAO,10,9,1,8,2,0,0,0,1,3,3,3,0,0,3,2,5,47.2,43.375,62.5,.6120800000000001
2013,41633,41633-2013,BAO,12,12,0,8,4,0,0,0,2,3,4,3,0,0,5,2,5,46.83333333333334,43.25,54,.5408333333333334
2014,41633,41633-2014,BAO,10,7,3,7,3,0,0,1,1,2,4,2,0,0,4,2,4,45.3,45.57142857142857,44.66666666666666,.60822
2015,41633,41633-2015,BAO,13,11,2,10,3,0,0,1,2,1,5,2,2,0,4,4,5,47.46153846153846,47.2,48.33333333333334,.6393923076923078
2016,41633,41633-2016,BAO,20,13,7,15,5,0,0,1,8,1,7,3,0,0,4,8,8,40.45,39.13333333333333,44.4,.7011700000000001
2017,41633,41633-2017,BAO,29,18,11,23,6,0,0,2,11,5,7,4,0,0,10,8,11,39.41379310344828,38.43478260869565,43.16666666666666,.6295862068965517
2011,41637,41637-2011,BAO,3,3,0,,,0,0,0,0,1,0,2,0,0,0,0,3,,,,.9763999999999999
2012,41637,41637-2012,BAO,4,4,0,,,0,0,0,0,2,0,2,0,0,1,0,3,,,,.8266750000000001
2013,41637,41637-2013,BAO,3,3,0,,,0,0,0,0,0,1,2,0,0,0,0,3,,,,.9763999999999999
2014,41637,41637-2014,BAO,3,3,0,,,0,0,0,0,0,1,2,0,0,0,1,2,,,,.8576
2015,41637,41637-2015,BAO,3,3,0,,,0,0,0,0,0,1,2,0,0,0,1,2,,,,.8576
2016,41637,41637-2016,BAO,4,4,0,2,2,0,0,0,0,1,2,1,0,0,2,0,2,50.5,49.5,51.5,.582125
2017,41637,41637-2017,BAO,4,4,0,,,0,0,0,0,1,2,1,0,0,2,0,2,,,,.6365999999999999
2011,41639,41639-2011,BAO,15,14,1,9,6,0,0,1,1,3,8,2,0,0,6,3,6,46.66666666666666,48.55555555555556,43.83333333333334,.5879220892816677
2012,41639,41639-2012,BAO,13,13,0,8,5,0,0,0,0,4,5,4,0,0,4,3,6,49.38461538461539,49.125,49.8,.6644999999999999
2013,41639,41639-2013,BAO,9,9,0,6,3,0,0,0,0,2,3,4,0,0,4,2,3,52.22222222222222,50.66666666666666,55.33333333333334,.5775777777777778
2014,41639,41639-2014,BAO,10,10,0,8,2,0,0,0,0,3,1,6,0,0,3,5,2,52.6,51.75,56,.56934
2015,41639,41639-2015,BAO,9,6,3,7,2,0,0,0,0,3,1,5,0,0,3,3,3,51.55555555555556,51.71428571428572,51,.5852666666666666
2016,41639,41639-2016,BAO,8,5,3,5,3,0,0,0,2,2,1,3,0,0,1,5,2,44.75,45.8,43,.6732749999999999
2017,41639,41639-2017,BAO,16,7,9,11,5,0,0,1,5,3,2,3,2,0,6,3,7,44.3125,42.18181818181818,49,.6426312499999998
2011,41646,41646-2011,BAO,33,18,15,25,8,0,0,15,3,3,8,4,0,0,10,6,17,33.72727272727273,30.2,44.75,.7240525818181819
2012,41646,41646-2012,BAO,27,17,10,17,10,0,0,9,3,2,7,6,0,0,11,6,10,38.96296296296296,33.52941176470588,48.2,.637271674074074
2013,41646,41646-2013,BAO,15,14,1,9,6,0,0,0,4,1,6,4,0,0,7,6,2,46.53333333333333,42.66666666666666,52.33333333333334,.5285823466666666
2014,41646,41646-2014,BAO,14,13,1,7,7,0,0,0,3,1,6,3,1,0,6,6,2,48.78571428571429,43.71428571428572,53.85714285714285,.5378168
2015,41646,41646-2015,BAO,18,15,3,10,8,0,0,1,4,2,8,3,0,0,8,5,5,44.83333333333334,42.2,48.125,.5753676444444444
2016,41646,41646-2016,BAO,16,13,3,10,6,0,0,2,2,3,6,3,0,0,7,5,4,42.9375,42.9,43,.58299375
2017,41646,41646-2017,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,41651,41651-2011,BAO,3,2,1,,,0,0,0,0,0,1,2,0,0,0,2,1,,,,.749164803401653
2012,41651,41651-2012,BAO,2,1,1,,,0,0,0,0,0,1,1,0,0,0,2,0,,,,.67025
2013,41651,41651-2013,BAO,1,1,0,,,0,0,0,0,0,0,1,0,0,0,1,0,,,,.6069944102049592
2014,41651,41651-2014,BAO,1,1,0,,,0,0,0,0,0,0,1,0,0,0,1,0,,,,.6069944102049592
2015,41651,41651-2015,BAO,1,1,0,,,0,0,0,0,0,0,1,0,0,0,1,0,,,,.6069944102049592
2016,41651,41651-2016,BAO,2,2,0,,,0,0,0,0,0,1,1,0,0,0,2,0,,,,.6809972051024795
