bevoegdgezag,sector,groepering,naam,year,bestuur_key,lonenensalarissen,socialelasten,pensioenlasten,lastenpersoneelnietinloondienst,personeelslasten,lonenensalarissentotaalpersoneel,socialelastentotaalpersoneel,pensioenlastentotaalpersoneel,lastenpersoneelnietinloondienstt,afschrijvingenopmateriãlevasteac,afschrijvingen,huurlasten,onderhoudslastenkleinonderhoud,lastenvoorenergieenwater,schoonmaakkosten,belastingenenheffingen,overigeoverigehuisvestingslasten,huisvestingslasten,administratieenbeheerslasten,inventarisenapparatuur,overigeoverigeoverigelasten,overigelasten,accountantshonorariainzakehetond,accountantshonoraria,bevoegd_gezagnummer,bevoegd_gezagnaam,postcode_bevoegd_gezag,eenpitter,aantal_leerlingen,categorie_bestuuromvang,aantal_gewichtleerlingen,gemiddeld_leerlinggewicht,aandeel_apcg_leerlingen,aandeel_lwoo_leerlingen,aantal_voltijdleerlingen,aantal_deeltijdleerlingen,aantal_leerlingen_vbo_groen,aantal_bol_leerlingen,aantal_bol_deeltijdleerlingen,aantal_bbl_leerlingen,aandeel_leerlingen_randstad,omvang_formatie_totaal,omvang_formatie_manager,omvang_formatie_op,omvang_formatie_lio,omvang_formatie_oop_obp,omvang_formatie_onbekend,leerling_leraar_ratio,gewogen_deelnemer_leraar_ratio,omvang_formatie_op_la,omvang_formatie_op_lb,omvang_formatie_op_lc,omvang_formatie_op_ld,omvang_formatie_op_le,omvang_formatie_op_overig,aandeel_formatie_op_la,aandeel_formatie_op_lb,aandeel_formatie_op_lc,aandeel_formatie_op_ld,aandeel_formatie_op_le,aandeel_formatie_op_overig,streefpercentage_formatie_op_la,streefpercentage_formatie_op_lb,streefpercentage_formatie_op_lc,streefpercentage_formatie_op_ld,streefpercentage_formatie_op_le,streefpercentage_formatie_op_ove,omvang_formatie_op_brutsal,loonsom_op_brutsal,gemiddelde_loonsom_op_brutsal,solvabiliteiti,solvabiliteitii,rentabiliteit,liquiditeitcurrentratio,liquiditeitquickratio,weerstandsvermogenexclusiefmater,weerstandsvermogen,personeelslastenrijksbijdragen,personeelslastentotaalbatenplusf,personeelslastentotaallastenplus,voorzieningentotaalbatenplusfina,rijksbijdragentotaalbatenplusfin,overigeoverheidsbijdragenensubsi,huisvestingsratio,kapitalisatiefactor,algemenereservetotaalbatenplusfi,investeringeninventarisenapparat,nettowerkkapitaal,aantalinstellingen,variatieinlb,_merge
10867,PO,BO3,Gemeente Terschelling,2012,10867-2012,1875333,316657,255711,20548,2613634,0.72,0.12,0.10,0.01,124703,124703,,59733,60647,53353,5520,1950,256203,94727,128825,49202,272754,,,10867,Gemeente Terschelling,8881,0,248,1,249.8,1,0,0,0,0,0,0,0,0,,17.9,3.7,12,0,2.0999999,0,20.6,,11.4,.60000002,0,0,0,0,94.800003,5.1999998,0,0,0,0,,,,,,,5.9200001,17471.211,2950.8701,0.49,0.69,0.01,2.15,2.15,0.07,0.20,0.85,0.79,0.80,0.08,0.92,0.06,0.08,0.40,0.18,0.01,0.15,3,4.8083262,matched (3)
10867,PO,BO3,Gemeente Terschelling,2013,10867-2013,1748427,293968,268233,13041,2569260,0.68,0.11,0.10,0.01,127912,127912,,161078,64428,48191,7048,1096,281841,92626,116966,68391,277983,,,10867,Gemeente Terschelling,8881,0,231,1,234.60001,1,0,0,0,0,0,0,0,0,,18.200001,4.5,11.5,0,2.0999999,0,20,,10.9,.60000002,0,0,0,0,94.599998,5.4000001,0,0,0,0,,,,,,,11.55,36406.738,3152.6399,0.47,0.68,0.02,2.19,2.19,0.09,0.22,0.84,0.77,0.79,0.10,0.92,0.05,0.09,0.47,0.17,0.03,0.18,3,4.3092923,matched (3)
10867,PO,BO3,Gemeente Terschelling,2014,10867-2014,1753533,322462,260758,69847,2475562,0.71,0.13,0.11,0.03,127440,127440,,65150,48861,48336,6021,4445,212813,89516,135008,59491,284015,,,10867,Gemeente Terschelling,8881,0,217,1,219.39999,1,0,0,0,0,0,0,0,0,,18.4,3.5,12.8,0,2.0999999,0,17,,12.1,.60000002,0,0,0,0,95.099998,4.9000001,0,0,0,0,58,40,2,0,0,0,12.76,39837.309,3122.46,0.54,0.74,0.04,2.85,2.85,0.15,0.27,0.82,0.77,0.80,0.10,0.93,0.05,0.07,0.49,0.21,0.00,0.24,3,3.8105118,matched (3)
10867,PO,BO3,Gemeente Terschelling,2015,10867-2015,1866078,329096,235399,71108,2537752,0.74,0.13,0.09,0.03,119056,119056,,89855,53005,37039,7988,3474,231361,74346,2696,90021,285049,0,0,10867,Gemeente Terschelling,8881,0,198,1,199.8,1,0,0,0,0,0,0,0,0,,18,3.5,12.4,0,2.0999999,0,16,,11.8,.60000002,0,0,0,0,95,5,0,0,0,0,,,,,,,12.37,39650.512,3204.8799,0.60,0.80,0.05,3.88,3.88,0.20,0.31,0.81,0.76,0.80,0.11,0.94,0.03,0.07,0.51,0.27,0.02,0.29,3,3.9601135,matched (3)
10867,PO,BO3,Gemeente Terschelling,2016,10867-2016,1980136,342968,235927,57879,2665518,0.74,0.13,0.09,0.02,120943,120943,,74072,78502,34517,10814,7820,205725,78154,572,91588,273367,0,0,10867,Gemeente Terschelling,8881,0,184,1,184.89999,1,0,0,0,0,0,0,0,0,,18.5,3.5,12.4,0,2.5999999,0,14.8,,11.8,.60000002,0,0,0,0,95,5,0,0,0,0,,,,,,,12.44,41742.691,3355.9299,0.58,0.79,0.00,3.09,3.09,0.14,0.32,0.88,0.82,0.82,0.12,0.93,0.04,0.06,0.47,0.28,0.01,0.25,3,3.8534617,matched (3)
10925,PO,BO4,Gemeente Westerwolde,2012,10925-2012,2832120,592960,380902,47405,3809307,0.74,0.16,0.10,0.01,70694,70694,,52068,44052,81429,4475,28775,210799,218266,216130,37734,472130,9900,9900,10925,Gemeente Westerwolde,9551,0,650,2,782.59998,1.2,0,0,0,0,0,0,0,0,,61.599998,8.1999998,47.099998,0,6.3000002,0,13.8,,37.5,9.6000004,0,0,0,0,79.699997,20.299999,0,0,0,0,,,,,,,46.369999,138763.06,2992.6101,0.49,0.51,0.07,0.50,0.50,0.09,0.15,1.03,0.78,0.83,0.01,0.76,0.21,0.05,0.30,0.00,0.01,-0.07,6,1.6661333,matched (3)
10925,PO,BO4,Gemeente Westerwolde,2013,10925-2013,2816602,579730,410197,74606,3803641,0.74,0.15,0.11,0.02,80841,80841,,27240,76098,82356,6905,33693,226292,229059,248474,34022,511555,,,10925,Gemeente Westerwolde,9551,0,644,2,782.59998,1.2,0,0,0,0,0,0,0,0,,64.199997,7.0999999,50.5,0,6.5999999,0,12.8,,37,13.5,0,0,0,0,73.300003,26.700001,0,0,0,0,,,,,,,50.509998,153012.11,3029.5801,0.48,0.50,-0.02,0.52,0.52,0.07,0.14,0.99,0.84,0.82,0.01,0.85,0.12,0.05,0.29,0.00,0.00,-0.07,6,1.4827901,matched (3)
10925,PO,BO4,Gemeente Westerwolde,2014,10925-2014,2853691,684331,419629,,4052866,0.70,0.17,0.10,0.00,78860,78860,,68695,40029,50856,7136,52382,219098,64016,201890,225941,491847,16253,16253,10925,Gemeente Westerwolde,9551,0,659,2,837.79999,1.3,0,0,0,0,0,0,0,0,,63.799999,7.0999999,49.299999,0,7.5,0,13.4,,36.599998,12.7,0,0,0,0,74.199997,25.799999,0,0,0,0,58,40,2,0,0,0,49.259998,152046.75,3086.3101,0.36,0.37,0.02,0.80,0.80,0.11,0.15,1.00,0.82,0.84,0.01,0.82,0.03,0.05,0.41,0.00,0.00,-0.05,6,1.5099669,matched (3)
10925,PO,BO4,Gemeente Westerwolde,2015,10925-2015,3607154,702398,382847,,4414075,0.82,0.16,0.09,0.00,78234,78234,,55401,45801,48563,6154,12838,168757,73601,194423,199460,467484,38097,38097,10925,Gemeente Westerwolde,9551,0,591,2,656.09998,1.1,0,0,0,0,0,0,0,0,,67.5,7.1999998,51.400002,0,8.8999996,0,11.5,,40.700001,10.7,0,0,0,0,79.199997,20.799999,0,0,0,0,,,,,,,51.439999,159161.34,3093.8999,0.35,0.36,0.02,0.85,0.85,0.12,0.16,1.00,0.84,0.86,0.01,0.84,0.02,0.03,0.47,0.16,0.02,-0.05,6,1.9984161,matched (3)
10925,PO,BO4,Gemeente Westerwolde,2016,10925-2016,3414274,728378,409713,150209,4677813,0.73,0.16,0.09,0.03,105991,105991,,145380,27376,33349,1117,16778,224000,33674,230751,203295,467720,9341,9341,10925,Gemeente Westerwolde,9551,0,660,2,791.09998,1.2,0,0,0,0,0,0,0,0,,75.800003,7.5999999,52.599998,0,15.6,0,12.5,,42.900002,9.6999998,0,0,0,0,81.5,18.5,0,0,0,0,,,,,,,52.59,169050.36,3214.4099,0.26,0.27,0.00,0.85,0.85,0.08,0.14,1.06,0.86,0.85,0.01,0.81,0.17,0.04,0.54,0.14,0.03,-0.06,6,1.8988593,matched (3)
11711,PO,BO5,Gem Noordenveld,2012,11711-2012,7881273,1607978,1090295,94992,10539471,0.75,0.15,0.10,0.01,326527,326527,23321,216243,225739,282308,26368,7260,781239,177746,546293,263470,987509,,,11711,Gemeente Noordenveld,9301,0,2131,2,2194,1,0,0,0,0,0,0,0,0,,139.60001,12.4,121.2,0,6,0,17.6,,96.800003,24.4,0,0,0,0,79.900002,20.1,0,0,0,0,,,,,,,121.18,380627.09,3141.04,0.69,0.71,0.01,0.39,0.39,0.21,0.37,0.91,0.83,0.83,0.01,0.92,0.07,0.06,0.54,0.37,0.02,-0.10,11,3.0332501,matched (3)
11711,PO,BO5,Gem Noordenveld,2013,11711-2013,8014735,1429460,1167091,110140,10729843,0.75,0.13,0.11,0.01,350118,350118,23773,175848,235330,254014,11940,8914,709819,169394,553569,195041,918004,,,11711,Gemeente Noordenveld,9301,0,2075,2,2140.1001,1,0,0,0,0,0,0,0,0,,135.3,11.8,116.8,0,6.5999999,0,17.799999,,84.599998,32.299999,0,0,0,0,72.400002,27.6,0,0,0,0,,,,,,,116.85,371202,3176.8,0.76,0.79,0.03,0.49,0.49,0.25,0.39,0.90,0.82,0.84,0.01,0.91,0.07,0.06,0.52,0.38,0.01,-0.06,11,3.1575186,matched (3)
11711,PO,BO5,Gem Noordenveld,2014,11711-2014,7539681,1752431,1105490,161184,10562690,0.71,0.17,0.10,0.02,322774,322774,23811,321300,276748,255859,10590,,888308,158494,540008,263683,962185,15600,15600,11711,Gemeente Noordenveld,9301,0,2001,2,2073,1,0,0,0,0,0,0,0,0,,129.3,9.5,113.3,0,6.4000001,0,17.700001,,78.599998,34.799999,0,0,0,0,69.300003,30.700001,0,0,0,0,58,40,2,0,0,0,113.35,366262.56,3231.27,0.68,0.70,-0.04,0.42,0.42,0.23,0.38,0.94,0.87,0.83,0.01,0.92,0.01,0.07,0.56,0.37,0.01,-0.10,11,3.1102347,matched (3)
11711,PO,BO5,Gem Noordenveld,2015,11711-2015,7688468,1576088,964017,168866,10593359,0.73,0.15,0.09,0.02,325385,325385,23583,217206,179675,254261,14617,,689342,146567,510709,294923,952199,15946,15946,11711,Gemeente Noordenveld,9301,0,1944,2,2026.2,1,0,0,0,0,0,0,0,0,,127.4,9.5,111.8,0,6.0999999,0,17.4,,79.800003,32,0,0,0,0,71.400002,28.6,0,0,0,0,,,,,,,111.77,364173.66,3258.1699,0.68,0.71,-0.01,0.39,0.39,0.22,0.36,0.89,0.85,0.84,0.01,0.96,0.02,0.05,0.53,0.36,0.01,-0.09,11,2.9699888,matched (3)
11711,PO,BO5,Gem Noordenveld,2016,11711-2016,7734121,1321048,924774,257526,10636516,0.73,0.12,0.09,0.02,316449,316449,23840,218722,179884,285421,21465,,729332,159622,568124,438232,1165978,16156,16156,11711,Gemeente Noordenveld,9301,0,1886,2,1967.6,1,0,0,0,0,0,0,0,0,,125.5,10.1,109.2,0,6.3000002,0,17.299999,,76,33.099998,0,0,0,0,69.699997,30.299999,0,0,0,0,,,,,,,109.17,371512.47,3403.1599,0.67,0.69,0.00,0.40,0.40,0.22,0.35,0.88,0.83,0.83,0.01,0.95,0.02,0.06,0.53,0.34,0.02,-0.10,11,3.0420787,matched (3)
11764,PO,BO1,Gemeente Eijsden-Margraten,2012,11764-2012,308257,,,,311597,0.99,0.00,0.00,0.00,876,876,,3219,5926,7831,717,80,19273,20329,13140,17123,50592,2075,2075,11764,Gemeente Eijsden-Margraten,6269,1,62,1,62,1,0,0,0,0,0,0,0,0,,4.3000002,0,4.1999998,0,.1,0,14.7,,4.1999998,0,0,0,0,0,100,0,0,0,0,0,,,,,,,4.2199998,13632.46,3233.3501,0.54,0.78,0.01,4.56,4.56,0.28,0.28,0.83,0.81,0.82,0.12,0.97,0.00,0.05,0.51,0.00,0.00,0.39,1,0,matched (3)
11764,PO,BO1,Gemeente Eijsden-Margraten,2013,11764-2013,320559,,,2881,332393,0.96,0.00,0.00,0.01,1183,1183,,1224,6985,7895,394,117,16615,24036,23571,9735,57342,4308,4308,11764,Gemeente Eijsden-Margraten,6269,1,67,1,67,1,0,0,0,0,0,0,0,0,,5,.5,4.4000001,0,.1,0,15.2,,4.4000001,0,0,0,0,0,100,0,0,0,0,0,,,,,,,4.4200001,14154.3,3201.6101,0.57,0.78,0.01,4.37,4.37,0.25,0.27,0.82,0.81,0.82,0.10,0.99,0.00,0.04,0.48,0.00,0.02,0.35,1,0,matched (3)
11764,PO,BO1,Gemeente Eijsden-Margraten,2014,11764-2014,343341,,,3051,342202,1.00,0.00,0.00,0.01,3101,3101,,3255,8131,8069,341,104,23828,19455,21601,9498,50554,3086,3086,11764,Gemeente Eijsden-Margraten,6269,1,70,1,70,1,0,0,0,0,0,0,0,0,,5,0,4.9000001,0,.1,0,14.2,,3.5999999,1.4,0,0,0,0,71.900002,28.1,0,0,0,0,58,40,2,0,0,0,4.9400001,16122.92,3266.99,0.59,0.80,0.02,4.84,4.84,0.26,0.28,0.81,0.80,0.82,0.10,0.98,0.00,0.06,0.48,0.01,0.01,0.36,1,0,matched (3)
11764,PO,BO1,Gemeente Eijsden-Margraten,2015,11764-2015,229539,54440,29392,41454,365535,0.63,0.15,0.08,0.11,3087,3087,,16712,6794,8444,361,-80,34681,20513,6876,18972,57279,5233,5233,11764,Gemeente Eijsden-Margraten,6269,1,74,1,74,1,0,0,0,0,0,0,0,0,,4.8000002,0,4.6999998,0,.1,0,15.6,,3.4000001,1.4,0,0,0,0,70.800003,29.200001,0,0,0,0,,,,,,,4.75,15889.08,3345.4199,0.61,0.81,0.06,5.14,5.14,0.30,0.31,0.79,0.75,0.79,0.10,0.95,0.03,0.08,0.50,0.07,0.00,0.39,1,0,matched (3)
11764,PO,BO1,Gemeente Eijsden-Margraten,2016,11764-2016,246994,57660,29970,42692,377690,0.65,0.15,0.08,0.11,4395,4395,,2350,6667,8710,573,0,51935,17817,8501,11036,50088,3720,3720,11764,Gemeente Eijsden-Margraten,6269,1,65,1,65,1,0,0,0,0,0,0,0,0,,5.1999998,0,5.0999999,0,.1,0,12.7,,4,1.1,0,0,0,0,78.400002,21.6,0,0,0,0,,,,,,,5.1399999,17350.811,3376.8301,0.60,0.81,0.04,4.91,4.91,0.30,0.33,0.77,0.75,0.78,0.12,0.98,0.00,0.11,0.56,0.02,0.01,0.41,1,0,matched (3)
13308,PO,BO1,Bestcom Gieterveen,2012,13308-2012,364136,76524,49678,4545,500765,0.73,0.15,0.10,0.01,16629,16629,,1780,7804,10996,206,686,23472,19957,31114,11747,62818,6000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
13308,PO,BO1,Bestcom Gieterveen,2013,13308-2013,355766,75982,52233,4651,488274,0.73,0.16,0.11,0.01,19201,19201,,1230,9647,10598,215,1712,25402,20250,30271,7427,57948,6165,6165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
13308,PO,BO1,Bestcom Gieterveen,2014,13308-2014,358473,85697,51377,6839,515923,0.69,0.17,0.10,0.01,20315,20315,,3869,9662,11097,,,26628,17400,28960,9720,56080,6000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
13308,PO,BO1,Bestcom Gieterveen,2015,13308-2015,390255,91067,47492,2686,555931,0.70,0.16,0.09,0.00,20165,20165,1714,9817,,12610,159,198,35998,23846,15665,9665,70424,6003,6003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
13308,PO,BO1,Bestcom Gieterveen,2016,13308-2016,362290,84767,43015,19217,507551,0.71,0.17,0.08,0.04,20742,20742,1664,9843,,12370,873,674,25424,14464,6943,17313,53524,6000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
13622,PO,BO6,Stichting OPO Haarlemmermeer,2012,13622-2012,19977743,,,28033,20327118,0.98,0.00,0.00,0.00,341145,341145,41796,117922,380897,474350,71135,309126,1681026,1303042,1077914,,2380956,60500,60500,13622,Stichting Openbaar Primair Onderwijs Haarlemmermeer,2132,0,4899,3,5199.2998,1.1,0,0,0,0,0,0,0,0,,302.29999,25.299999,255.89999,.5,20.6,0,19.1,,200.5,55.5,0,0,0,0,78.300003,21.700001,0,0,0,0,,,,,,,255.94,770800.94,3011.6299,0.51,0.59,0.00,1.85,1.85,0.09,0.16,0.89,0.82,0.82,0.02,0.92,0.00,0.07,0.30,0.04,0.02,0.11,19,2.2718883,matched (3)
13622,PO,BO6,Stichting OPO Haarlemmermeer,2013,13622-2013,14505564,3158607,2209001,31506,19952447,0.73,0.16,0.11,0.00,412015,412015,27156,30083,493459,457058,73783,125047,1769886,1368869,964875,,2333744,,,13622,Stichting Openbaar Primair Onderwijs Haarlemmermeer,2132,0,4812,3,5094.6001,1.1,0,0,0,0,0,0,0,0,,294.60001,25,251.60001,0,18.1,0,19.1,,189.5,62.099998,0,0,0,0,75.300003,24.700001,0,0,0,0,,,,,,,251.60001,767499.63,3050.4199,0.62,0.68,0.05,2.38,2.38,0.14,0.20,0.85,0.78,0.82,0.02,0.92,0.00,0.07,0.32,0.13,0.02,0.14,19,2.4943039,matched (3)
13622,PO,BO6,Stichting OPO Haarlemmermeer,2014,13622-2014,15585429,3445023,2123248,,20114129,0.77,0.17,0.11,0.00,442657,442657,75646,7720,430077,491133,61694,121507,1751077,1232355,1057354,,2289709,,,13622,Stichting Openbaar Primair Onderwijs Haarlemmermeer,2132,0,4713,3,4980,1.1,0,0,0,0,0,0,0,0,,285.5,25.5,242.39999,0,17.700001,0,19.4,,178.39999,64,0,0,0,0,73.599998,26.4,0,0,0,0,58,40,2,0,0,0,242.42999,749555.31,3091.8899,0.62,0.69,-0.01,2.34,2.34,0.12,0.20,0.87,0.83,0.82,0.02,0.96,0.00,0.07,0.32,0.14,0.02,0.14,19,2.7966661,matched (3)
13622,PO,BO6,Stichting OPO Haarlemmermeer,2015,13622-2015,14012009,3364167,1850787,82976,20019492,0.70,0.17,0.09,0.00,454627,454627,85578,36998,307154,500382,59859,167552,1897523,79289,,94507,2039259,21400,25258,13622,Stichting Openbaar Primair Onderwijs Haarlemmermeer,2132,0,4609,3,4858.2998,1.1,0,0,0,0,0,0,0,0,,280.29999,22.5,240.89999,0,16.9,0,19.1,,172.39999,68.5,0,0,0,0,71.599998,28.4,0,0,0,0,,,,,,,240.89,759604.69,3153.3799,0.62,0.67,0.01,2.24,2.24,0.12,0.20,0.85,0.81,0.82,0.02,0.96,0.00,0.08,0.33,0.00,0.02,0.13,19,2.6690969,matched (3)
13622,PO,BO6,Stichting OPO Haarlemmermeer,2016,13622-2016,13866087,3302670,1731489,48197,20056804,0.69,0.16,0.09,0.00,505881,505881,83100,44618,303499,486310,70012,129057,1856596,79991,,160008,2021829,29125,31485,13622,Stichting Openbaar Primair Onderwijs Haarlemmermeer,2132,0,4435,3,4672.2998,1.1,0,0,0,0,0,0,0,0,,268.29999,20.9,230.8,0,16.6,0,19.200001,,164.39999,66.400002,0,0,0,0,71.199997,28.799999,0,0,0,0,,,,,,,230.78999,755928.19,3275.3799,0.65,0.70,0.01,2.38,2.38,0.13,0.22,0.84,0.81,0.82,0.02,0.97,0.00,0.08,0.33,0.00,0.02,0.14,19,2.6473622,matched (3)
13662,PO,BO5,Stg. Openb. Onderwijs Present,2012,13662-2012,6443391,707745,805951,621127,8293288,0.78,0.09,0.10,0.07,274492,274492,65,78148,209048,274632,31810,24432,880433,175187,532519,,707706,15173,15173,13662,Stichting Openbaar Onderwijs Present,1613,0,1969,2,2083.8999,1.1,0,0,0,0,0,0,0,0,,121.3,9.8000002,105.4,0,6.0999999,0,18.700001,,83.599998,20.799999,1,0,0,0,79.300003,19.700001,.89999998,0,0,0,,,,,,,105.44,330189.38,3131.6699,0.74,0.86,0.00,5.71,5.71,0.38,0.50,0.84,0.82,0.82,0.08,0.98,0.00,0.09,0.68,0.44,0.01,0.45,9,1.4486583,matched (3)
13662,PO,BO5,Stg. Openb. Onderwijs Present,2013,13662-2013,6087944,709054,818907,764771,8205181,0.74,0.09,0.10,0.09,282079,282079,982,75860,208346,257110,32212,22697,855407,197058,506629,,703687,15000,15000,13662,Stichting Openbaar Onderwijs Present,1613,0,1896,2,2015.4,1.1,0,0,0,0,0,0,0,0,,115.6,8.8000002,100.6,0,6.1999998,0,18.9,,78.599998,21,1,0,0,0,78.099998,20.9,1,0,0,0,,,,,,,100.58,317526.03,3157.04,0.72,0.86,0.02,5.84,5.84,0.40,0.51,0.83,0.80,0.82,0.09,0.97,0.00,0.09,0.71,0.45,0.02,0.48,9,1.4688431,matched (3)
13662,PO,BO5,Stg. Openb. Onderwijs Present,2014,13662-2014,6048480,724664,790822,871238,8275722,0.73,0.09,0.10,0.11,244914,244914,1437,72158,209999,258554,32316,20021,858670,175875,468943,,644818,16799,16799,13662,Stichting Openbaar Onderwijs Present,1613,0,1806,2,1908.6,1.1,0,0,0,0,0,0,0,0,,112.2,9,96.900002,0,6.1999998,0,18.6,,77.400002,18.5,1,0,0,0,79.900002,19.1,1,0,0,0,58,40,2,0,0,0,96.940002,310960.84,3207.78,0.67,0.85,-0.05,5.44,5.44,0.38,0.50,0.89,0.87,0.83,0.13,0.98,0.00,0.09,0.73,0.44,0.02,0.49,9,1.3472193,matched (3)
13662,PO,BO5,Stg. Openb. Onderwijs Present,2015,13662-2015,5984862,743657,686600,603640,7978407,0.75,0.09,0.09,0.08,263071,263071,,85877,185554,263558,32981,24071,822041,201657,105140,87512,663738,14882,14882,13662,Stichting Openbaar Onderwijs Present,1613,0,1759,2,1863.7,1.1,0,0,0,0,0,0,0,0,,120.6,8.1000004,106.2,0,6.3000002,0,16.6,,84.199997,21.1,1,0,0,0,79.199997,19.799999,.89999998,0,0,0,,,,,,,106.22,341275.09,3212.9199,0.66,0.86,-0.02,5.93,5.93,0.37,0.47,0.86,0.84,0.82,0.14,0.98,0.00,0.08,0.71,0.42,0.00,0.49,9,1.1501207,matched (3)
13662,PO,BO5,Stg. Openb. Onderwijs Present,2016,13662-2016,5887266,765408,653925,355641,7851278,0.75,0.10,0.08,0.05,247905,247905,692,83841,163242,239071,34905,27244,859316,187919,125624,111314,708669,10691,10691,13662,Stichting Openbaar Onderwijs Present,1613,0,1710,2,1811.4,1.1,0,0,0,0,0,0,0,0,,112.1,9.6000004,96.400002,0,6.0999999,0,17.700001,,77.5,17.9,1,0,0,0,80.400002,18.6,1,0,0,0,,,,,,,96.360001,324370.19,3366.1699,0.66,0.87,-0.03,6.39,6.39,0.36,0.45,0.86,0.84,0.81,0.14,0.98,0.01,0.09,0.68,0.41,0.00,0.49,9,1.1218784,matched (3)
13674,PO,BO5,Stichting Oog,2012,13674-2012,9597280,1980132,1310985,615138,12969551,0.74,0.15,0.10,0.05,393182,393182,46160,48385,255663,287248,38563,154391,1022863,523257,618557,258322,1400136,,,13674,Stichting Openbaar Onderwijs Groep,5461,0,3036,3,3240.3,1.1,0,0,0,0,0,0,0,0,,190.3,15.4,162.8,0,12.1,0,18.700001,,133.2,29.6,0,0,0,0,81.800003,18.200001,0,0,0,0,,,,,,,162.78,500529.84,3074.8101,0.57,0.72,0.00,2.29,2.29,0.07,0.19,0.89,0.83,0.82,0.05,0.93,0.01,0.07,0.33,0.19,0.01,0.12,#N/A,1.2227993,matched (3)
13674,PO,BO5,Stichting Oog,2013,13674-2013,9331168,1643433,1335773,880858,13028579,0.72,0.13,0.10,0.07,335702,335702,70576,196035,209998,300164,40202,144979,961954,457941,662297,231261,1351499,,,13674,Stichting Openbaar Onderwijs Groep,5461,0,2969,3,3177.2,1.1,0,0,0,0,0,0,0,0,,175.89999,13.8,150.2,0,12,0,19.799999,,118.9,31.299999,0,0,0,0,79.199997,20.799999,0,0,0,0,,,,,,,150.17999,469880.69,3128.79,0.55,0.71,0.01,2.27,2.27,0.08,0.19,0.88,0.83,0.83,0.06,0.94,0.01,0.06,0.34,0.18,0.02,0.13,#N/A,1.4977125,matched (3)
13674,PO,BO5,Stichting Oog,2014,13674-2014,9226167,1919700,1312985,426701,12629201,0.73,0.15,0.10,0.03,398865,398865,57936,254443,237496,300422,37225,148844,1036366,215959,631212,244183,1091354,,,13674,Stichting Openbaar Onderwijs Groep,5461,0,2799,3,2997.8999,1.1,0,0,0,0,0,0,0,0,,166.89999,12.6,142.60001,0,8.1000004,3.5999999,19.6,,114.1,28.5,0,0,0,0,80,20,0,0,0,0,58,40,2,0,0,0,142.62,455391.63,3193.04,0.57,0.73,0.00,2.44,2.44,0.09,0.20,0.89,0.83,0.83,0.06,0.94,0.01,0.07,0.35,0.19,0.01,0.14,#N/A,1.8079191,matched (3)
13674,PO,BO5,Stichting Oog,2015,13674-2015,9442262,942092,1128051,199010,12570017,0.75,0.07,0.09,0.02,482653,482653,56232,174793,180946,286304,35494,298154,1031923,198632,711892,253141,1163665,20599,20599,13674,Stichting Openbaar Onderwijs Groep,5461,0,2704,3,2891.8,1.1,0,0,0,0,0,0,0,0,,166.2,13.1,141.3,0,11.8,0,19.1,,116.3,25,0,0,0,0,82.300003,17.700001,0,0,0,0,,,,,,,141.32001,449025.69,3177.3301,0.75,0.78,0.02,2.50,2.50,0.13,0.29,0.87,0.81,0.82,0.01,0.93,0.03,0.07,0.33,0.29,0.02,0.13,#N/A,1.9371555,matched (3)
13674,PO,BO5,Stichting Oog,2016,13674-2016,9332016,1746016,1049808,222166,12543123,0.74,0.14,0.08,0.02,475852,475852,71214,150644,248179,298463,33066,260880,1062446,231364,668209,218712,1118285,17318,17318,13674,Stichting Openbaar Onderwijs Groep,5461,0,2630,3,2825,1.1,0,0,0,0,0,0,0,0,,156.60001,13.8,130.89999,0,11.9,0,20.1,,103.6,27.299999,0,0,0,0,79.099998,20.9,0,0,0,0,,,,,,,130.89,431315.56,3295.1599,0.70,0.73,0.00,2.04,2.04,0.11,0.30,0.86,0.82,0.83,0.01,0.96,0.01,0.07,0.36,0.30,0.02,0.12,#N/A,2.0350032,matched (3)
13682,PO,BO3,Openbaar Prim. Onderw. Oegstg.,2012,13682-2012,3970151,411271,490752,37541,4756842,0.83,0.09,0.10,0.01,128872,128872,,16370,91812,129066,5372,72758,451099,132498,299002,,431500,9438,9438,13682,Openbaar Primair Onderwijs Oegstgeest,2341,0,1252,2,1276,1,0,0,0,0,0,0,0,0,,77.199997,6.9000001,64.300003,0,6.0999999,0,19.5,,52.599998,11.7,0,0,0,0,81.800003,18.200001,0,0,0,0,,,,,,,64.260002,198484.19,3088.6699,0.52,0.61,0.00,1.76,1.76,0.06,0.14,0.87,0.83,0.82,0.02,0.95,0.02,0.08,0.27,0.13,0.02,0.08,4,.49665549,matched (3)
