BEVOEGD_GEZAGNUMMER,JAAR,Key,BEVOEGD_GEZAGNAAM,POSTCODE_BEVOEGD_GEZAG,EENPITTER,AANTAL_LEERLINGEN,CATEGORIE_BESTUUROMVANG,AANTAL_GEWICHTLEERLINGEN,GEMIDDELD_LEERLINGGEWICHT,AANDEEL_APCG_LEERLINGEN,AANDEEL_LWOO_LEERLINGEN,AANTAL_VOLTIJDLEERLINGEN,AANTAL_DEELTIJDLEERLINGEN,AANTAL_LEERLINGEN_VBO_GROEN,AANTAL_BOL_LEERLINGEN,AANTAL_BOL_DEELTIJDLEERLINGEN,AANTAL_BBL_LEERLINGEN,AANDEEL_LEERLINGEN_RANDSTAD,OMVANG_FORMATIE_TOTAAL,OMVANG_FORMATIE_MANAGER,OMVANG_FORMATIE_OP,OMVANG_FORMATIE_LIO,OMVANG_FORMATIE_OOP_OBP,OMVANG_FORMATIE_ONBEKEND,LEERLING_LERAAR_RATIO,GEWOGEN_DEELNEMER_LERAAR_RATIO,OMVANG_FORMATIE_OP_LA,OMVANG_FORMATIE_OP_LB,OMVANG_FORMATIE_OP_LC,OMVANG_FORMATIE_OP_LD,OMVANG_FORMATIE_OP_LE,OMVANG_FORMATIE_OP_OVERIG,AANDEEL_FORMATIE_OP_LA,AANDEEL_FORMATIE_OP_LB,AANDEEL_FORMATIE_OP_LC,AANDEEL_FORMATIE_OP_LD,AANDEEL_FORMATIE_OP_LE,AANDEEL_FORMATIE_OP_OVERIG,STREEFPERCENTAGE_FORMATIE_OP_LA,STREEFPERCENTAGE_FORMATIE_OP_LB,STREEFPERCENTAGE_FORMATIE_OP_LC,STREEFPERCENTAGE_FORMATIE_OP_LD,STREEFPERCENTAGE_FORMATIE_OP_LE,STREEFPERCENTAGE_FORMATIE_OP_OVERIG,OMVANG_FORMATIE_OP_BRUTSAL,LOONSOM_OP_BRUTSAL,GEMIDDELDE_LOONSOM_OP_BRUTSAL,Solvabiliteit I(%),Solvabiliteit II(%),Rentabiliteit(%),Liquiditeit (current ratio)(%),Liquiditeit (quick ratio)(%),Weerstandsvermogen exclusief materile vaste activa(%),Weerstandsvermogen(%),Personeelslasten / rijksbijdragen(%),Personeelslasten / totaal baten plus financile baten(%),Personeelslasten / totaal lasten plus financile lasten(%),Voorzieningen / totaal baten plus financile baten(%),Rijksbijdragen / totaal baten plus financile baten(%),Overige overheidsbijdragen en -subsidies / totaal baten plus financile baten(%),Huisvestingsratio(%),Kapitalisatiefactor(%),Algemene reserve / totaal baten plus financile baten,Investeringen inventaris en apparatuur / totaal baten plus financile baten(%),Netto werkkapitaal(%),Aantal instellingen,Variatie in LB
63039,2013,63039-2013,t Blokhuus,3871,1,253,1,256.3,1,0,0,0,0,0,0,0,0,,14.8,1.9,11.6,0,1.4,0,21.8,,10.6,1,0,0,0,0,91.4,8.6,0,0,0,0,,,,,,,11.61,36240.37,3122.45,0.80,0.90,0.04,7.93,7.93,0.52,0.67,0.83,0.79,0.82,0.08,0.95,0.01,0.07,0.76,0.67,0.00,0.58,1,0
63039,2014,63039-2014,t Blokhuus,3871,1,240,1,242.4,1,0,0,0,0,0,0,0,0,,14,1.9,10.6,0,1.5,0,22.6,,9,1.6,0,0,0,0,84.7,15.3,0,0,0,0,58,40,2,0,0,0,10.61,34437.82,3246.89,0.80,0.91,0.01,8.87,8.87,0.55,0.70,0.84,0.81,0.82,0.09,0.96,0.01,0.06,0.80,0.70,0.01,0.62,1,0
63039,2015,63039-2015,t Blokhuus,3871,1,251,1,255.2,1,0,0,0,0,0,0,0,0,,15.5,1.9,11.8,0,1.8,0,21.2,,10.2,1.6,0,0,0,0,86.3,13.7,0,0,0,0,,,,,,,11.84,38233.02,3229.96,0.79,0.90,0.02,8.60,8.60,0.57,0.69,0.85,0.82,0.84,0.10,0.97,0.00,0.06,0.82,0.69,0.00,0.66,1,0
63039,2016,63039-2016,t Blokhuus,3871,1,248,1,249.5,1,0,0,0,0,0,0,0,0,,15.9,1.9,12.3,0,1.7,0,20.1,,10.7,1.6,0,0,0,0,86.8,13.2,0,0,0,0,,,,,,,12.32,41014.52,3328.72,0.75,0.88,-0.01,6.65,6.65,0.49,0.67,0.82,0.80,0.79,0.12,0.97,0.00,0.10,0.84,0.67,0.05,0.60,1,0
63039,2017,63039-2017,t Blokhuus,3871,1,253,1,255.4,1,0,0,0,0,0,0,0,0,,16.7,1.9,12.5,0,2.3,0,20.2,,10.9,1.6,0,0,0,0,87,13,0,0,0,0,,,,,,,12.52,41541.89,3316.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0
63091,2012,63091-2012,Ver. v. Prot. Chr. Basisond. te Notter-Zuna,7467,1,104,1,109.7,1.1,0,0,0,0,0,0,0,0,,6.5,1,4.6,0,0.9,0,22.6,,3.9,0.7,0,0,0,0,84.9,15.1,0,0,0,0,,,,,,,3,8439.26,2814.59,0.86,0.88,0.03,6.85,6.85,0.56,0.68,0.84,0.82,0.83,0.01,0.98,0.00,0.06,0.79,0.48,0.01,0.57,1,0
63091,2013,63091-2013,Ver. v. Prot. Chr. Basisond. te Notter-Zuna,7467,1,102,1,105.9,1,0,0,0,0,0,0,0,0,,6.8,1,4.9,0,0.9,0,20.7,,3.6,1.3,0,0,0,0,73.2,26.8,0,0,0,0,,,,,,,4.92,14631.96,2976.33,0.84,0.85,0.12,5.72,5.72,0.60,0.70,0.77,0.76,0.85,0.01,0.98,0.00,0.03,0.84,0.48,0.02,0.59,1,0
63091,2014,63091-2014,Ver. v. Prot. Chr. Basisond. te Notter-Zuna,7467,1,109,1,112.6,1,0,0,0,0,0,0,0,0,,6.8,1,4.9,0,0.9,0,22.2,,2.8,2.1,0,0,0,0,57.4,42.6,0,0,0,0,58,40,2,0,0,0,4.91,14511.77,2957.3,0.89,0.90,0.09,8.52,8.52,0.71,0.81,0.79,0.78,0.86,0.01,0.98,0.00,0.02,0.92,0.57,0.01,0.71,1,0
63091,2015,63091-2015,Ver. v. Prot. Chr. Basisond. te Notter-Zuna,7467,1,109,1,113.2,1,0,0,0,0,0,0,0,0,,8,1,6.1,0,0.9,0,17.9,,3.5,2.5,0,0,0,0,58.3,41.7,0,0,0,0,,,,,,,6.08,18004.53,2962.54,0.89,0.90,0.10,8.61,8.61,0.72,0.85,0.78,0.77,0.86,0.01,0.99,0.00,0.02,0.95,0.56,0.05,0.72,1,0
63091,2016,63091-2016,Ver. v. Prot. Chr. Basisond. te Notter-Zuna,7467,1,111,1,115.2,1,0,0,0,0,0,0,0,0,,7.5,1,4.7,0,1.8,0,23.7,,2.5,2.2,0,0,0,0,52.5,47.5,0,0,0,0,,,,,,,4.68,15100.5,3229.09,0.91,0.91,0.09,10.42,10.42,0.81,0.90,0.77,0.75,0.82,0.00,0.98,0.00,0.06,0.99,0.60,0.00,0.79,1,0
63091,2017,63091-2017,Ver. v. Prot. Chr. Basisond. te Notter-Zuna,7467,1,107,1,112.7,1.1,0,0,0,0,0,0,0,0,,7.1,1,5.2,0,1,0,20.7,,2.9,2.2,0,0,0,0,56.6,43.4,0,0,0,0,,,,,,,5.17,16631.5,3219.98,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0
64169,2012,64169-2012,Katholieke Stichting voor Onderwijs te Oude Tonge,3255,1,162,1,166.2,1,0,0,0,0,0,0,0,0,,10.6,2,7.9,0,0.7,0,20.6,,7.9,0,0,0,0,0,100,0,0,0,0,0,,,,,,,3.24,8716.53,2686.72,0.79,0.90,0.02,8.56,8.56,0.61,0.75,0.81,0.80,0.81,0.10,1.00,0.00,0.07,0.94,0.58,0.03,0.71,1,0
64169,2013,64169-2013,Katholieke Stichting voor Onderwijs te Oude Tonge,3255,1,166,1,171.1,1,0,0,0,0,0,0,0,0,,9.7,2,7.7,0,0,0,21.4,,7.7,0,0,0,0,0,100,0,0,0,0,0,,,,,,,7.75,23839.13,3076.89,0.78,0.87,0.02,6.42,6.42,0.62,0.78,0.81,0.80,0.81,0.09,0.99,0.00,0.08,1.00,0.65,0.03,0.70,1,0
64169,2014,64169-2014,Katholieke Stichting voor Onderwijs te Oude Tonge,3255,1,169,1,174.1,1,0,0,0,0,0,0,0,0,,9.6,2,7.6,0,0,0,22.4,,5.1,2.5,0,0,0,0,67.1,32.9,0,0,0,0,58,40,2,0,0,0,7.56,23807.45,3148.76,0.80,0.89,0.00,7.86,7.86,0.65,0.79,0.82,0.81,0.80,0.09,0.98,0.01,0.07,0.99,0.70,0.02,0.73,1,0
64169,2015,64169-2015,Katholieke Stichting voor Onderwijs te Oude Tonge,3255,1,168,1,172.2,1,0,0,0,0,0,0,0,0,,9.5,2,7.3,0,0.2,0,23.1,,5,2.2,0,0,0,0,69.3,30.7,0,0,0,0,,,,,,,7.28,23474.73,3226.15,0.76,0.90,0.01,8.38,8.38,0.61,0.73,0.84,0.79,0.80,0.14,0.94,0.00,0.10,0.96,0.67,0.02,0.71,1,0
64169,2016,64169-2016,Katholieke Stichting voor Onderwijs te Oude Tonge,3255,1,160,1,163,1,0,0,0,0,0,0,0,0,,9.4,1.8,7.4,0,0.2,0,21.6,,5.3,2.1,0,0,0,0,72.3,27.7,0,0,0,0,,,,,,,7.4,24830.38,3356.73,0.77,0.93,0.03,11.52,11.52,0.66,0.80,0.79,0.78,0.81,0.16,0.99,0.00,0.09,1.04,0.77,0.02,0.80,1,0
64169,2017,64169-2017,Katholieke Stichting voor Onderwijs te Oude Tonge,3255,1,168,1,173.1,1,0,0,0,0,0,0,0,0,,10,1,8.8,0,0.2,0,19,,6.4,2.1,0.4,0,0,0,72.3,23.2,4.5,0,0,0,,,,,,,8.83,29420.8,3330.59,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0
65287,2012,65287-2012,Dr. Schaepmanstichting,7551,0,4027,3,4222.6,1,0,0,0,0,0,0,0,0,,243.8,19.3,204.2,0,20.3,0,19.7,,161.9,42.1,0.2,0,0,0,79.3,20.6,0.1,0,0,0,,,,,,,204.18,634839.44,3109.27,0.65,0.69,0.00,2.03,2.03,0.09,0.21,0.90,0.86,0.86,0.01,0.95,0.01,0.06,0.31,0.21,0.01,0.10,11,9.435339759
65287,2013,65287-2013,Dr. Schaepmanstichting,7551,0,4001,3,4205,1.1,0,0,0,0,0,0,0,0,,242.9,17.6,202.9,0,22.4,0,19.7,,150.2,52.4,0.2,0,0,0,74,25.8,0.1,0,0,0,,,,,,,202.89,637745.21,3143.25,0.72,0.75,0.04,2.67,2.67,0.14,0.25,0.87,0.81,0.85,0.01,0.93,0.01,0.06,0.34,0.25,0.02,0.14,11,8.563607814
65287,2014,65287-2014,Dr. Schaepmanstichting,7551,0,4016,3,4219.7,1.1,0,0,0,0,0,0,0,0,,253.4,16.8,212.1,0,24.6,0,18.9,,153.8,57.8,0.5,0,0,0,72.5,27.3,0.2,0,0,0,58,40,2,0,0,0,212.07,675446.41,3185.03,0.66,0.70,-0.03,2.08,2.08,0.09,0.21,0.92,0.87,0.84,0.01,0.95,0.01,0.06,0.32,0.17,0.02,0.10,11,9.481273409
65287,2015,65287-2015,Dr. Schaepmanstichting,7551,0,4042,3,4229.2,1,0,0,0,0,0,0,0,0,,253,22.8,206.2,0,24,0,19.6,,153.4,52.8,0,0,0,0,74.4,25.6,0,0,0,0,,,,,,,206.19,665325.67,3226.71,0.62,0.66,-0.03,1.76,1.76,0.06,0.17,0.89,0.86,0.83,0.01,0.97,0.01,0.06,0.28,0.13,0.01,0.07,11,6.945611215
65287,2016,65287-2016,Dr. Schaepmanstichting,7551,0,3967,3,4171.9,1.1,0,0,0,0,0,0,0,0,,249.1,21.7,203.3,0,24.1,0,19.5,,145,57.3,0,0,0,1,71.3,28.2,0,0,0,0.5,,,,,,,203.32,687226.32,3379.95,0.59,0.64,0.00,1.63,1.63,0.05,0.16,0.86,0.83,0.83,0.01,0.96,0.02,0.07,0.27,0.12,0.02,0.06,11,6.868389384
65287,2017,65287-2017,Dr. Schaepmanstichting,7551,0,3950,3,4150.1,1.1,0,0,0,0,0,0,0,0,,252.1,19.8,208.6,0,23.7,0,18.9,,146.9,60.5,0.2,0,0,1,70.4,29,0.1,0,0,0.5,,,,,,,208.6,700787.44,3359.53,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11,5.623139423
65430,2012,65430-2012,Stichting Kath. Onderw. Soest-Soesterb.,3762,0,1418,2,1491.5,1.1,0,0,0,0,0,0,0,0,,84,12.5,62.8,0,8.8,0,22.6,,56.6,6.2,0,0,0,0,90.1,9.9,0,0,0,0,,,,,,,62.75,187580.03,2989.13,0.71,0.86,0.03,4.87,4.87,0.24,0.41,0.86,0.81,0.83,0.09,0.94,0.01,0.07,0.49,0.38,0.01,0.32,6,1.040512694
65430,2013,65430-2013,Stichting Kath. Onderw. Soest-Soesterb.,3762,0,1438,2,1508.8,1,0,0,0,0,0,0,0,0,,83.2,11.5,63.2,0,8.4,0,22.7,,56.9,6.3,0,0,0,0,90.1,9.9,0,0,0,0,,,,,,,63.21,188881.04,2988.06,0.67,0.81,0.08,3.98,3.98,0.31,0.47,0.80,0.75,0.82,0.10,0.94,0.00,0.07,0.62,0.44,0.02,0.39,6,1.094988584
65430,2014,65430-2014,Stichting Kath. Onderw. Soest-Soesterb.,3762,0,1390,2,1459.9,1.1,0,0,0,0,0,0,0,0,,85.8,9.8,66.5,0,9.5,0,20.9,,58.3,8.2,0,0,0,0,87.7,12.3,0,0,0,0,58,40,2,0,0,0,66.5,203450.27,3059.23,0.73,0.85,0.01,5.01,5.01,0.32,0.48,0.85,0.80,0.80,0.08,0.94,0.00,0.09,0.58,0.46,0.02,0.38,6,0.875785362
65430,2015,65430-2015,Stichting Kath. Onderw. Soest-Soesterb.,3762,0,1368,2,1432.2,1,0,0,0,0,0,0,0,0,,83.1,9.4,63.7,0,10,0,21.5,,55.1,8.6,0,0,0,0,86.5,13.5,0,0,0,0,,,,,,,63.7,198442.41,3115.07,0.71,0.86,-0.01,5.02,5.02,0.29,0.47,0.85,0.83,0.82,0.09,0.97,0.00,0.07,0.59,0.45,0.02,0.38,6,0.842417157
65430,2016,65430-2016,Stichting Kath. Onderw. Soest-Soesterb.,3762,0,1312,2,1382.8,1.1,0,0,0,0,0,0,0,0,,82.6,10.1,62.6,0,10,0,21,,52.3,10.2,0,0,0,0,83.6,16.4,0,0,0,0,,,,,,,62.58,203768.17,3256.12,0.71,0.87,0.00,5.53,5.53,0.30,0.46,0.84,0.81,0.81,0.10,0.96,0.00,0.08,0.58,0.44,0.01,0.39,6,0.79099094
65430,2017,65430-2017,Stichting Kath. Onderw. Soest-Soesterb.,3762,0,1278,2,1345.8,1.1,0,0,0,0,0,0,0,0,,80.2,10.3,59.8,0,10.1,0,21.4,,49.3,10.6,0,0,0,0,82.3,17.7,0,0,0,0,,,,,,,59.83,195359.93,3265.02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,0.53913511
65768,2012,65768-2012,Stichting Katholiek Onderwijs Achterveld,3791,1,199,1,204.7,1,0,0,0,0,0,0,0,0,,12.2,1,10.5,0,0.7,0,19,,8.1,2.4,0,0,0,0,77.1,22.9,0,0,0,0,,,,,,,10.49,33048.28,3150.13,0.58,0.80,-0.01,3.05,3.05,0.20,0.36,0.89,0.86,0.84,0.14,0.96,0.00,0.05,0.63,0.24,0.04,0.26,1,0
65768,2013,65768-2013,Stichting Katholiek Onderwijs Achterveld,3791,1,182,1,189.2,1,0,0,0,0,0,0,0,0,,11.2,1,9.5,0,0.7,0,19.2,,7.1,2.4,0,0,0,0,74.7,25.3,0,0,0,0,,,,,,,9.46,30622.6,3235.8,0.59,0.77,0.03,2.87,2.87,0.24,0.38,0.86,0.82,0.84,0.11,0.96,0.00,0.05,0.63,0.26,0.01,0.27,1,0
65768,2014,65768-2014,Stichting Katholiek Onderwijs Achterveld,3791,1,170,1,176.3,1,0,0,0,0,0,0,0,0,,10.5,1,8.8,0,0.7,0,19.4,,6.2,2.6,0,0,0,0,70.9,29.1,0,0,0,0,58,40,2,0,0,0,8.77,29136.5,3322.82,0.65,0.84,0.04,4.18,4.18,0.30,0.42,0.84,0.81,0.84,0.12,0.97,0.00,0.05,0.65,0.31,0.00,0.33,1,0
65768,2015,65768-2015,Stichting Katholiek Onderwijs Achterveld,3791,1,162,1,168.3,1,0,0,0,0,0,0,0,0,,10.1,1,8.3,0,0.7,0,19.5,,6,2.3,0,0,0,0,72.4,27.6,0,0,0,0,,,,,,,8.3,27213.67,3277.33,0.66,0.89,0.01,6.37,6.37,0.33,0.43,0.82,0.80,0.81,0.15,0.97,0.00,0.08,0.66,0.33,0.01,0.39,1,0
65768,2016,65768-2016,Stichting Katholiek Onderwijs Achterveld,3791,1,148,1,154.6,1,0,0,0,0,0,0,0,0,,9.7,1,7.9,0,0.7,0,18.7,,5.8,2.1,0,0,0,0,73.5,26.5,0,0,0,0,,,,,,,7.93,26977.3,3403.3,0.70,0.88,0.02,5.50,5.50,0.34,0.47,0.84,0.81,0.82,0.12,0.96,0.00,0.05,0.68,0.36,0.04,0.37,1,0
65768,2017,65768-2017,Stichting Katholiek Onderwijs Achterveld,3791,1,144,1,150,1,0,0,0,0,0,0,0,0,,8.9,1,7.1,0,0.7,0,20.2,,5,2.1,0,0,0,0,70.2,29.8,0,0,0,0,,,,,,,7.12,24583.72,3450.44,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0
68329,2012,68329-2012,Stichting Katholiek Onderwijs Wassenaar,2241,0,664,2,693.4,1,0,0,0,0,0,0,0,0,,40.3,4.7,31.2,0,4.4,0,21.3,,24.6,6.6,0,0,0,0,78.9,21.1,0,0,0,0,,,,,,,31.24,95073.9,3043.11,0.60,0.82,-0.01,2.86,2.86,0.20,0.35,0.89,0.84,0.82,0.13,0.94,0.02,0.07,0.58,0.25,0.02,0.19,3,1.069267662
68329,2013,68329-2013,Stichting Katholiek Onderwijs Wassenaar,2241,0,631,2,652.6,1,0,0,0,0,0,0,0,0,,39.5,4.7,31.1,0,3.7,0,20.3,,24.6,6.5,0,0,0,0,79,21,0,0,0,0,,,,,,,31.08,95202.53,3062.73,0.60,0.83,0.04,4.50,4.50,0.25,0.37,0.85,0.79,0.81,0.14,0.93,0.02,0.07,0.61,0.28,0.00,0.36,3,1.044030651
68329,2014,68329-2014,Stichting Katholiek Onderwijs Wassenaar,2241,0,642,2,662.7,1,0,0,0,0,0,0,0,0,,38.8,4.7,30.2,0,4,0,21.3,,24.6,5.6,0,0,0,0,81.3,18.7,0,0,0,0,58,40,2,0,0,0,30.2,94198.45,3118.79,0.61,0.84,0.01,4.94,4.94,0.27,0.39,0.87,0.80,0.81,0.15,0.92,0.02,0.07,0.63,0.30,0.00,0.39,3,0.7
68329,2015,68329-2015,Stichting Katholiek Onderwijs Wassenaar,2241,0,655,2,672.4,1,0,0,0,0,0,0,0,0,,38.9,4.6,30.4,0,3.8,0,21.5,,24.6,5.9,0,0,0,0,80.8,19.2,0,0,0,0,,,,,,,30.44,97135.14,3191,0.57,0.86,-0.01,5.52,5.52,0.25,0.36,0.84,0.78,0.77,0.19,0.93,0.02,0.10,0.64,0.27,0.00,0.39,3,0.702376917
68329,2016,68329-2016,Stichting Katholiek Onderwijs Wassenaar,2241,0,681,2,701.4,1,0,0,0,0,0,0,0,0,,41.4,4.6,33,0,3.8,0,20.6,,24.7,8.3,0,0,0,0,74.9,25.1,0,0,0,0,,,,,,,33,106712.26,3233.74,0.56,0.85,0.03,5.19,5.19,0.27,0.37,0.84,0.77,0.80,0.19,0.92,0.04,0.07,0.66,0.27,0.00,0.42,3,0.923760431
68329,2017,68329-2017,Stichting Katholiek Onderwijs Wassenaar,2241,0,663,2,683.7,1,0,0,0,0,0,0,0,0,,37.8,3.6,31.3,0,3,0,21.2,,25.3,6,0,0,0,0,80.8,19.2,0,0,0,0,,,,,,,31.26,98879.17,3163.49,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,0.721110255
68836,2012,68836-2012,Stichting Katholiek Onderwijs Twenterand,7622,0,2946,3,3029.7,1,0,0,0,0,0,0,0,0,,177.5,21.2,139.9,0,16.4,0,21.1,,122.5,17.4,0,0,0,0,87.6,12.4,0,0,0,0,,,,,,,139.92,429465.55,3069.26,0.73,0.75,0.03,2.54,2.54,0.18,0.34,0.86,0.83,0.85,0.01,0.97,0.01,0.05,0.43,0.14,0.01,0.18,13,0.741101052
68836,2013,68836-2013,Stichting Katholiek Onderwijs Twenterand,7622,0,2911,3,2991.1,1,0,0,0,0,0,0,0,0,,179.3,21.2,140.7,0,17.4,0,20.7,,121.2,19.5,0,0,0,0,86.2,13.8,0,0,0,0,,,,,,,140.71,432310.83,3072.37,0.79,0.81,0.06,3.62,3.62,0.24,0.38,0.82,0.80,0.84,0.01,0.97,0.01,0.06,0.45,0.13,0.01,0.24,13,0.663904534
68836,2014,68836-2014,Stichting Katholiek Onderwijs Twenterand,7622,0,2857,3,2931.1,1,0,0,0,0,0,0,0,0,,177.4,20.3,138,0,19.1,0,20.7,,117.5,20.5,0,0,0,0,85.2,14.8,0,0,0,0,58,40,2,0,0,0,137.99,434180.62,3146.38,0.80,0.81,0.00,3.79,3.79,0.25,0.39,0.88,0.85,0.84,0.01,0.97,0.01,0.05,0.46,0.14,0.01,0.25,13,0.603302875
68836,2015,68836-2015,Stichting Katholiek Onderwijs Twenterand,7622,0,2802,3,2869.5,1,0,0,0,0,0,0,0,0,,184.1,17.7,147.1,0,19.4,0,19.1,,122.6,24.5,0,0,0,0,83.4,16.6,0,0,0,0,,,,,,,147.06,466876.38,3174.74,0.73,0.82,0.01,4.06,4.06,0.23,0.36,0.86,0.84,0.84,0.04,0.98,0.01,0.06,0.46,0.12,0.01,0.27,13,0.795983507
68836,2016,68836-2016,Stichting Katholiek Onderwijs Twenterand,7622,0,2748,3,2802.6,1,0,0,0,0,0,0,0,0,,195.1,17.7,155.9,0,21.5,0,17.6,,130.5,25.4,0,0,0,0,83.7,16.3,0,0,0,0,,,,,,,155.86,507637.33,3256.99,0.69,0.80,-0.01,3.81,3.81,0.23,0.35,0.87,0.84,0.84,0.06,0.97,0.00,0.07,0.47,0.23,0.01,0.28,13,0.890332695
68836,2017,68836-2017,Stichting Katholiek Onderwijs Twenterand,7622,0,2725,3,2774.5,1,0,0,0,0,0,0,0,0,,180.2,17.8,143,0,19.3,0,19,,116.5,26.6,0,0,0,0,81.4,18.6,0,0,0,0,,,,,,,143.05,469486.94,3282,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13,1.103490964
69447,2012,69447-2012,"Het Sticht, Sticht. Katholiek/Algemeen Bijz. Primair Onderw.",3706,0,2221,2,2367.1,1.1,0,0,0,0,0,0,0,0,,140,10.8,113.7,0,15.4,0,19.5,,95.4,18.2,0,0,0,0,84,16,0,0,0,0,,,,,,,113.69,352448.79,3100.12,0.40,0.55,0.02,1.29,1.29,-0.01,0.11,0.86,0.80,0.82,0.04,0.94,0.01,0.08,0.24,0.10,0.00,0.03,9,1.058300524
69447,2013,69447-2013,"Het Sticht, Sticht. Katholiek/Algemeen Bijz. Primair Onderw.",3706,0,2187,2,2307.6,1.1,0,0,0,0,0,0,0,0,,141.8,11.3,115.9,0,14.6,0,18.9,,95.7,20.2,0,0,0,0,82.6,17.4,0,0,0,0,,,,,,,115.87,359499.25,3102.53,0.53,0.67,0.07,2.14,2.14,0.08,0.18,0.82,0.78,0.83,0.05,0.94,0.01,0.07,0.32,0.17,0.01,0.12,9,1.508310313
69447,2014,69447-2014,"Het Sticht, Sticht. Katholiek/Algemeen Bijz. Primair Onderw.",3706,0,2155,2,2276.8,1.1,0,0,0,0,0,0,0,0,,134.1,8.4,113.5,0,12.1,0,19,,91.9,21.7,0,0,0,0,80.9,19.1,0,0,0,0,58,40,2,0,0,0,113.54,356848.67,3142.9,0.51,0.67,-0.01,1.97,1.97,0.06,0.17,0.87,0.83,0.81,0.05,0.95,0.01,0.10,0.32,0.17,0.02,0.11,9,1.722643318
69447,2015,69447-2015,"Het Sticht, Sticht. Katholiek/Algemeen Bijz. Primair Onderw.",3706,0,2160,2,2288.4,1.1,0,0,0,0,0,0,0,0,,131.1,9.4,109.3,0,12.4,0,19.8,,86.1,23.2,0,0,0,0,78.8,21.2,0,0,0,0,,,,,,,109.3,349058.11,3193.46,0.58,0.68,0.03,2.03,2.03,0.08,0.20,0.84,0.81,0.83,0.03,0.97,0.02,0.08,0.32,0.19,0.02,0.11,9,1.630780318
69447,2016,69447-2016,"Het Sticht, Sticht. Katholiek/Algemeen Bijz. Primair Onderw.",3706,0,2148,2,2283.6,1.1,0,0,0,0,0,0,0,0,,135.1,9.3,111.8,0,14,0,19.2,,89,22.8,0,0,0,0,79.6,20.4,0,0,0,0,,,,,,,111.8,367993.84,3291.58,0.58,0.70,-0.02,1.78,1.78,0.04,0.17,0.83,0.81,0.79,0.04,0.97,0.01,0.12,0.29,0.17,0.03,0.07,9,1.794977561
69447,2017,69447-2017,"Het Sticht, Sticht. Katholiek/Algemeen Bijz. Primair Onderw.",3706,0,2112,2,2241,1.1,0,0,0,0,0,0,0,0,,132.5,8.9,108,0,15.6,0,19.6,,82.3,25.7,0,0,0,0,76.2,23.8,0,0,0,0,,,,,,,108.02,356165.81,3297.17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9,2.119551839
69539,2012,69539-2012,Stg. Protestants Christelijk Onderwijs Etten-Leur,4876,0,446,1,484.1,1.1,0,0,0,0,0,0,0,0,,29.2,2.5,22.2,0,4.5,0,20.1,,20,2.2,0,0,0,0,90.2,9.8,0,0,0,0,,,,,,,13.66,38920.82,2849.44,0.69,0.71,0.03,2.58,2.58,0.27,0.34,0.84,0.78,0.80,0.01,0.92,0.01,0.04,0.49,0.14,0.00,0.22,2,0.424264069
69539,2013,69539-2013,Stg. Protestants Christelijk Onderwijs Etten-Leur,4876,0,414,1,446.4,1.1,0,0,0,0,0,0,0,0,,28.6,2.7,22.3,0,3.7,0,18.6,,18.2,4,0,0,0,0,81.9,18.1,0,0,0,0,,,,,,,22.26,67630.47,3037.78,0.72,0.75,0.06,3.48,3.48,0.35,0.39,0.85,0.78,0.82,0.02,0.92,0.01,0.04,0.54,0.14,0.00,0.33,2,0.282842712
69539,2014,69539-2014,Stg. Protestants Christelijk Onderwijs Etten-Leur,4876,0,400,1,430.9,1.1,0,0,0,0,0,0,0,0,,28,2.5,22.6,0,2.8,0,17.7,,18.6,4,0,0,0,0,82.2,17.8,0,0,0,0,58,40,2,0,0,0,22.63,69931.43,3090.05,0.71,0.73,-0.03,3.17,3.17,0.32,0.38,0.88,0.81,0.78,0.01,0.92,0.01,0.04,0.53,0.12,0.02,0.31,2,0.282842712
