,ONDERWIJSSECTOR,JAAR,BEVOEGD_GEZAGNUMMER,BEVOEGD_GEZAGNAAM,POSTCODE_BEVOEGD_GEZAG,EENPITTER,AANTAL_LEERLINGEN,CATEGORIE_BESTUUROMVANG,AANTAL_GEWICHTLEERLINGEN,GEMIDDELD_LEERLINGGEWICHT,AANDEEL_APCG_LEERLINGEN,AANDEEL_LWOO_LEERLINGEN,AANTAL_VOLTIJDLEERLINGEN,AANTAL_DEELTIJDLEERLINGEN,AANTAL_LEERLINGEN_VBO_GROEN,AANTAL_BOL_LEERLINGEN,AANTAL_BOL_DEELTIJDLEERLINGEN,AANTAL_BBL_LEERLINGEN,AANDEEL_LEERLINGEN_RANDSTAD,OMVANG_FORMATIE_TOTAAL,OMVANG_FORMATIE_MANAGER,OMVANG_FORMATIE_OP,OMVANG_FORMATIE_LIO,OMVANG_FORMATIE_OOP_OBP,OMVANG_FORMATIE_ONBEKEND,LEERLING_LERAAR_RATIO,GEWOGEN_DEELNEMER_LERAAR_RATIO,OMVANG_FORMATIE_OP_LA,OMVANG_FORMATIE_OP_LB,OMVANG_FORMATIE_OP_LC,OMVANG_FORMATIE_OP_LD,OMVANG_FORMATIE_OP_LE,OMVANG_FORMATIE_OP_OVERIG,AANDEEL_FORMATIE_OP_LA,AANDEEL_FORMATIE_OP_LB,AANDEEL_FORMATIE_OP_LC,AANDEEL_FORMATIE_OP_LD,AANDEEL_FORMATIE_OP_LE,AANDEEL_FORMATIE_OP_OVERIG,STREEFPERCENTAGE_FORMATIE_OP_LA,STREEFPERCENTAGE_FORMATIE_OP_LB,STREEFPERCENTAGE_FORMATIE_OP_LC,STREEFPERCENTAGE_FORMATIE_OP_LD,STREEFPERCENTAGE_FORMATIE_OP_LE,STREEFPERCENTAGE_FORMATIE_OP_OVERIG,OMVANG_FORMATIE_OP_BRUTSAL,LOONSOM_OP_BRUTSAL,GEMIDDELDE_LOONSOM_OP_BRUTSAL,Bevoegd Gezag,Sector,Groepering,Naam,Jaar,ImmateriÃ«le vaste activa,MateriÃ«le vaste activa,FinanciÃ«le vaste activa,Totaal van vaste activa,Voorraden,Vorderingen,Effecten (kortlopend),Liquide middelen,Totaal van vlottende activa,Totaal van activa,Eigen vermogen,Voorzieningen,Langlopende schulden,Kortlopende schulden,Totaal van passiva
5200,1,2015,77456,Stichting Vrijescholen Athena,7411,0,2186,2,2197.7,1.0,0.0,0.0,0,0,0,0,0,0,,140.9,12.0,112.3,0.0,16.7,0.0,19.5,,89.8,22.4,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,,,,,,,112.27,359005.42,3197.67,77456,PO,BO5,Stichting Vrijescholen Athena,2015,,1.438.638,,1.438.638,0,1.022.096,0,2.430.573,3.452.669,4.891.307,3.003.054,407.415,0,1.480.838,4.891.307
5201,2,2015,77456,Stichting Vrijescholen Athena,7411,0,39,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,16.4,0.0,8.3,0.0,8.1,0.0,4.7,,0.0,8.3,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,8.31,28841.22,3468.87,77456,PO,BO5,Stichting Vrijescholen Athena,2015,,1.438.638,,1.438.638,0,1.022.096,0,2.430.573,3.452.669,4.891.307,3.003.054,407.415,0,1.480.838,4.891.307
5202,1,2016,77456,Stichting Vrijescholen Athena,7411,0,2279,2,2292.5,1.0,0.0,0.0,0,0,0,0,0,0,,145.5,11.7,113.1,0.0,20.7,0.0,20.2,,92.3,20.8,0.0,0.0,0.0,0.0,81.6,18.4,0.0,0.0,0.0,0.0,,,,,,,113.08,373786.8,3305.58,77456,PO,BO5,Stichting Vrijescholen Athena,2016,,1.558.500,,1.558.500,,969.810,,2.500.570,3.470.380,5.028.880,2.710.770,598.590,0,1.719.520,5.028.880
5203,2,2016,77456,Stichting Vrijescholen Athena,7411,0,54,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,16.3,0.0,6.6,0.0,9.7,0.0,8.2,,0.2,6.4,0.0,0.0,0.0,0.0,3.3,96.7,0.0,0.0,0.0,0.0,,,,,,,6.62,24203.43,3654.01,77456,PO,BO5,Stichting Vrijescholen Athena,2016,,1.558.500,,1.558.500,,969.810,,2.500.570,3.470.380,5.028.880,2.710.770,598.590,0,1.719.520,5.028.880
5204,1,2012,77533,Stichting Prisma,4462,0,1714,2,1876.9,1.1,0.0,0.0,0,0,0,0,0,0,,114.2,10.9,97.0,0.0,6.4,0.0,17.7,,73.0,24.0,0.0,0.0,0.0,0.0,75.3,24.7,0.0,0.0,0.0,0.0,,,,,,,52.28,156439.52,2992.12,77533,PO,BO4,Stichting Prisma,2012,,1.162.962,1.077.380,2.240.342,,496.819,,2.072.555,2.569.374,4.809.716,3.233.147,317.687,,1.258.882,4.809.716
5205,1,2013,77533,Stichting Prisma,4462,0,1642,2,1810.9,1.1,0.0,0.0,0,0,0,0,0,0,,109.6,10.9,93.2,0.0,5.6,0.0,17.6,,71.6,21.5,0.0,0.0,0.0,0.0,76.9,23.1,0.0,0.0,0.0,0.0,,,,,,,93.16,294644.83,3162.93,77533,PO,BO4,Stichting Prisma,2013,,1.121.610,837.557,1.959.167,,535.782,,2.227.540,2.763.322,4.722.489,3.452.010,324.408,,946.071,4.722.489
5206,1,2014,77533,Stichting Prisma,4462,0,1576,2,1736.5,1.1,0.0,0.0,0,0,0,0,0,0,,106.5,10.7,89.8,0.0,6.1,0.0,17.6,,67.6,22.1,0.0,0.0,0.0,0.0,75.3,24.7,0.0,0.0,0.0,0.0,58.0,40.0,2.0,0.0,0.0,0.0,89.77,288349.42,3212.2,77533,PO,BO4,Stichting Prisma,2014,,1.019.389,598.131,1.617.520,,696.890,,2.162.764,2.859.654,4.477.174,3.131.064,419.367,,926.743,4.477.174
5207,1,2016,77533,Stichting Prisma,4462,0,1614,2,1751.1,1.1,0.0,0.0,0,0,0,0,0,0,,102.8,9.8,86.7,0.0,6.4,0.0,18.6,,60.7,25.3,0.0,0.0,0.0,0.7,70.0,29.2,0.0,0.0,0.0,0.8,,,,,,,86.66,295086.51,3404.95,77533,PO,BO4,Stichting Prisma,2016,,859.311,0,859.311,,578.770,,2.853.528,3.432.298,4.291.609,2.930.264,507.200,,854.145,4.291.609
5208,2,2012,77651,Stichting Samenwerking Nieuwegein,3437,1,211,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,36.2,3.4,20.5,0.0,12.3,0.0,10.3,,0.0,19.9,0.6,0.0,0.0,0.0,0.0,97.0,3.0,0.0,0.0,0.0,,,,,,,14.34,43199.72,3013.23,77651,PO,SBO,Sticht. Sam.werk. Nieuwegein,2012,,1.039.430,,1.039.430,,181.490,,1.451.931,1.633.421,2.672.851,2.014.186,91.330,119.513,447.818,2.672.847
5209,2,2013,77651,Stichting Samenwerking Nieuwegein,3437,1,239,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,39.8,3.5,23.9,0.0,12.4,0.0,10.0,,0.0,23.1,0.8,0.0,0.0,0.0,0.0,96.7,3.3,0.0,0.0,0.0,,,,,,,23.91,75108.18,3140.79,77651,PO,SBO,Sticht. Sam.werk. Nieuwegein,2013,,1.034.722,,1.034.722,,391.597,,1.576.964,1.968.561,3.003.283,2.186.433,104.618,109.950,602.280,3.003.281
5210,2,2014,77651,Stichting Samenwerking Nieuwegein,3437,1,237,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,37.8,3.6,23.2,0.0,11.0,0.0,10.2,,0.0,22.6,0.6,0.0,0.0,0.0,0.0,97.3,2.7,0.0,0.0,0.0,0.0,86.0,14.0,0.0,0.0,0.0,23.19,74135.71,3196.33,77651,PO,SBO,Sticht. Sam.werk. Nieuwegein,2014,,1.023.227,,1.023.227,,280.522,,1.524.550,1.805.072,2.828.299,2.312.592,131.663,111.950,272.090,2.828.295
5211,2,2015,77651,Stichting Samenwerking Nieuwegein,3437,1,246,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,40.4,3.6,22.2,0.0,14.7,0.0,11.1,,0.8,20.8,0.6,0.0,0.0,0.0,3.4,93.8,2.8,0.0,0.0,0.0,,,,,,,22.16,72172.36,3257.17,77651,PO,SBO,Sticht. Sam.werk. Nieuwegein,2015,,1.022.961,,1.022.961,,313.574,,1.974.003,2.287.577,3.310.538,2.615.106,233.876,109.950,351.606,3.310.538
5212,2,2016,77651,Stichting Samenwerking Nieuwegein,3437,1,256,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,47.5,4.3,23.5,0.0,19.7,0.0,10.9,,0.8,20.5,2.1,0.0,0.0,0.0,3.6,87.3,9.1,0.0,0.0,0.0,,,,,,,23.5,78585.65,3343.69,77651,PO,SBO,Sticht. Sam.werk. Nieuwegein,2016,0,1.013.745,0,1.013.745,0,590.507,0,2.200.325,2.790.832,3.804.577,2.993.166,261.512,112.929,436.970,3.804.577
5213,2,2012,77690,"Sticht. Kolom, Stichting voor Speciaal en Regulier Onderwijs",1061,0,1139,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,247.9,13.2,156.4,0.2,78.1,0.0,7.3,,0.0,141.4,15.0,0.0,0.0,0.0,0.0,90.4,9.6,0.0,0.0,0.0,,,,,,,145.72,492271.77,3378.22,77690,PO,SBO,Stichting Kolom,2012,,1.818.101,758.184,2.576.285,,2.291.164,,4.969.657,7.260.821,9.837.106,4.171.493,991.313,,4.674.300,9.837.106
5214,3,2012,77690,"Sticht. Kolom, Stichting voor Speciaal en Regulier Onderwijs",1061,0,909,2,0.0,0.0,76.5,0.0,0,0,0,0,0,0,100.0,137.8,9.6,91.6,0.0,36.7,0.0,9.9,,0.0,49.6,42.0,0.0,0.0,0.0,0.0,54.2,45.8,0.0,0.0,0.0,,,,,,,91.57,346836.71,3787.73,77690,PO,SBO,Stichting Kolom,2012,,1.818.101,758.184,2.576.285,,2.291.164,,4.969.657,7.260.821,9.837.106,4.171.493,991.313,,4.674.300,9.837.106
5215,2,2013,77690,"Sticht. Kolom, Stichting voor Speciaal en Regulier Onderwijs",1061,0,1051,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,228.0,13.2,140.1,0.0,74.6,0.0,7.5,,0.0,124.5,15.7,0.0,0.0,0.0,0.0,88.8,11.2,0.0,0.0,0.0,,,,,,,140.14,472079.38,3368.64,77690,PO,SBO,Stichting Kolom,2013,,1.842.422,235.868,2.078.290,,3.680.769,,9.005.160,12.685.929,14.764.219,7.890.065,1.078.860,,5.795.294,14.764.219
5216,3,2013,77690,"Sticht. Kolom, Stichting voor Speciaal en Regulier Onderwijs",1061,0,907,2,0.0,0.0,77.0,0.0,0,0,0,0,0,0,100.0,136.9,9.6,92.6,0.0,34.8,0.0,9.8,,0.0,50.5,42.1,0.0,0.0,0.0,0.0,54.6,45.4,0.0,0.0,0.0,,,,,,,92.57,355715.64,3842.78,77690,PO,SBO,Stichting Kolom,2013,,1.842.422,235.868,2.078.290,,3.680.769,,9.005.160,12.685.929,14.764.219,7.890.065,1.078.860,,5.795.294,14.764.219
5217,2,2014,77690,"Sticht. Kolom, Stichting voor Speciaal en Regulier Onderwijs",1061,0,974,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,205.2,13.9,120.7,0.0,70.6,0.0,8.1,,0.0,100.5,20.2,0.0,0.0,0.0,0.0,83.3,16.7,0.0,0.0,0.0,0.0,86.0,14.0,0.0,0.0,0.0,120.65,421968.33,3497.4,77690,PO,SBO,Stichting Kolom,2014,,2.344.050,,2.344.050,,3.276.486,,8.469.281,11.745.767,14.089.817,9.404.099,1.062.846,,3.622.872,14.089.817
5218,3,2014,77690,"Sticht. Kolom, Stichting voor Speciaal en Regulier Onderwijs",1061,0,946,2,0.0,0.0,76.2,0.0,0,0,0,0,0,0,100.0,137.8,9.6,96.0,0.6,31.6,0.0,9.9,,0.0,56.4,39.6,0.0,0.0,0.0,0.0,58.7,41.3,0.0,0.0,0.0,0.0,35.9,53.1,11.0,0.0,0.0,95.99,372590.81,3881.4,77690,PO,SBO,Stichting Kolom,2014,,2.344.050,,2.344.050,,3.276.486,,8.469.281,11.745.767,14.089.817,9.404.099,1.062.846,,3.622.872,14.089.817
5219,2,2015,77690,"Sticht. Kolom, Stichting voor Speciaal en Regulier Onderwijs",1061,0,976,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,201.9,15.2,116.1,0.0,70.6,0.0,8.4,,0.0,97.2,19.0,0.0,0.0,0.0,0.0,83.7,16.3,0.0,0.0,0.0,,,,,,,116.14,414064.24,3565.18,77690,PO,SBO,Stichting Kolom,2015,,2.390.099,,2.390.099,,2.768.467,,11.958.346,14.726.813,17.116.912,11.988.384,1.076.616,,4.051.912,17.116.912
5220,3,2015,77690,"Sticht. Kolom, Stichting voor Speciaal en Regulier Onderwijs",1061,0,987,2,0.0,0.0,75.4,0.0,0,0,0,0,0,0,100.0,137.9,9.6,95.2,0.0,32.0,1.0,10.4,,0.0,55.0,40.2,0.0,0.0,0.0,0.0,57.8,42.2,0.0,0.0,0.0,,,,,,,95.24,377085.92,3959.14,77690,PO,SBO,Stichting Kolom,2015,,2.390.099,,2.390.099,,2.768.467,,11.958.346,14.726.813,17.116.912,11.988.384,1.076.616,,4.051.912,17.116.912
5221,2,2016,77690,"Sticht. Kolom, Stichting voor Speciaal en Regulier Onderwijs",1061,0,942,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,201.4,13.2,115.8,0.8,71.6,0.0,8.1,,0.0,95.5,20.3,0.0,0.0,0.0,0.0,82.5,17.5,0.0,0.0,0.0,,,,,,,115.82,428924.14,3703.43,77690,PO,SBO,Stichting Kolom,2016,,3.361.407,,3.361.407,,2.940.004,,11.199.516,14.139.520,17.500.927,12.800.808,1.235.731,,3.464.388,17.500.927
5222,3,2016,77690,"Sticht. Kolom, Stichting voor Speciaal en Regulier Onderwijs",1061,0,984,2,0.0,0.0,75.3,0.0,0,0,0,0,0,0,100.0,144.3,9.7,105.1,0.0,29.5,0.0,9.4,,0.0,66.4,38.7,0.0,0.0,0.0,0.0,63.1,36.9,0.0,0.0,0.0,,,,,,,105.09,423303.24,4027.87,77690,PO,SBO,Stichting Kolom,2016,,3.361.407,,3.361.407,,2.940.004,,11.199.516,14.139.520,17.500.927,12.800.808,1.235.731,,3.464.388,17.500.927
5223,1,2012,77975,"Stichting Trinamiek, stichting v kath, opb en alg-bijz primair en voortgezet ond",3401,0,4944,3,5193.0,1.1,0.0,0.0,0,0,0,0,0,0,,285.9,22.0,238.8,0.8,24.2,0.0,20.7,,209.7,29.2,0.0,0.0,0.0,0.0,87.8,12.2,0.0,0.0,0.0,0.0,,,,,,,193.49,579381.02,2994.42,77975,PO,BO5,Stichting Trinamiek,2012,,2.501.346,,2.501.346,,1.685.233,,7.626.582,9.311.815,11.813.161,7.838.597,862.266,4.153,3.108.145,11.813.161
5224,2,2012,77975,"Stichting Trinamiek, stichting v kath, opb en alg-bijz primair en voortgezet ond",3401,0,215,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,28.1,2.0,15.7,0.0,10.4,0.0,13.7,,0.0,15.7,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,15.71,54296.12,3455.12,77975,PO,BO5,Stichting Trinamiek,2012,,2.501.346,,2.501.346,,1.685.233,,7.626.582,9.311.815,11.813.161,7.838.597,862.266,4.153,3.108.145,11.813.161
5225,3,2012,77975,"Stichting Trinamiek, stichting v kath, opb en alg-bijz primair en voortgezet ond",3401,1,195,1,0.0,0.0,2.1,0.0,0,0,0,0,0,0,100.0,27.8,2.0,17.4,0.0,8.4,0.0,11.2,,0.0,13.8,3.6,0.0,0.0,0.0,0.0,79.1,20.9,0.0,0.0,0.0,,,,,,,17.41,59879.42,3438.8,77975,PO,BO5,Stichting Trinamiek,2012,,2.501.346,,2.501.346,,1.685.233,,7.626.582,9.311.815,11.813.161,7.838.597,862.266,4.153,3.108.145,11.813.161
5226,1,2013,77975,"Stichting Trinamiek, stichting v kath, opb en alg-bijz primair en voortgezet ond",3401,0,4826,3,5052.5,1.0,0.0,0.0,0,0,0,0,0,0,,296.8,20.6,251.8,0.0,24.4,0.0,19.2,,209.2,42.6,0.0,0.0,0.0,0.0,83.1,16.9,0.0,0.0,0.0,0.0,,,,,,,251.85,772340.98,3066.67,77975,PO,BO5,Stichting Trinamiek,2013,,2.427.701,18.601,2.446.302,,1.831.767,,8.368.741,10.200.508,12.646.810,8.670.215,909.365,2.646,3.064.584,12.646.810
5227,2,2013,77975,"Stichting Trinamiek, stichting v kath, opb en alg-bijz primair en voortgezet ond",3401,0,202,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,33.1,2.0,19.9,0.0,11.1,0.0,10.1,,0.0,19.9,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,19.94,68345.01,3428.26,77975,PO,BO5,Stichting Trinamiek,2013,,2.427.701,18.601,2.446.302,,1.831.767,,8.368.741,10.200.508,12.646.810,8.670.215,909.365,2.646,3.064.584,12.646.810
5228,3,2013,77975,"Stichting Trinamiek, stichting v kath, opb en alg-bijz primair en voortgezet ond",3401,1,195,1,0.0,0.0,1.5,0.0,0,0,0,0,0,0,100.0,28.2,2.0,19.5,0.0,6.7,0.0,10.0,,0.0,12.1,7.4,0.0,0.0,0.0,0.0,62.2,37.8,0.0,0.0,0.0,,,,,,,19.46,69864.66,3590.8,77975,PO,BO5,Stichting Trinamiek,2013,,2.427.701,18.601,2.446.302,,1.831.767,,8.368.741,10.200.508,12.646.810,8.670.215,909.365,2.646,3.064.584,12.646.810
5229,1,2014,77975,"Stichting Trinamiek, stichting v kath, opb en alg-bijz primair en voortgezet ond",3401,0,4806,3,5034.0,1.0,0.0,0.0,0,0,0,0,0,0,,297.8,21.5,251.5,0.0,24.7,0.0,19.1,,205.1,46.4,0.0,0.0,0.0,0.0,81.5,18.5,0.0,0.0,0.0,0.0,58.0,40.0,2.0,0.0,0.0,0.0,251.54,781896.78,3108.38,77975,PO,BO5,Stichting Trinamiek,2014,,2.486.787,10.201,2.496.988,,2.325.260,,7.397.388,9.722.648,12.219.636,8.315.496,1.029.780,2.345,2.872.015,12.219.636
5230,2,2014,77975,"Stichting Trinamiek, stichting v kath, opb en alg-bijz primair en voortgezet ond",3401,0,209,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,32.5,2.0,20.5,0.0,9.9,0.0,10.2,,0.0,18.9,1.7,0.0,0.0,0.0,0.0,91.9,8.1,0.0,0.0,0.0,0.0,86.0,14.0,0.0,0.0,0.0,20.54,72336.13,3521.31,77975,PO,BO5,Stichting Trinamiek,2014,,2.486.787,10.201,2.496.988,,2.325.260,,7.397.388,9.722.648,12.219.636,8.315.496,1.029.780,2.345,2.872.015,12.219.636
5231,3,2014,77975,"Stichting Trinamiek, stichting v kath, opb en alg-bijz primair en voortgezet ond",3401,1,178,1,0.0,0.0,1.7,0.0,0,0,0,0,0,0,100.0,28.7,2.0,18.4,0.0,8.2,0.0,9.7,,0.0,11.1,7.4,0.0,0.0,0.0,0.0,60.1,39.9,0.0,0.0,0.0,0.0,42.4,46.6,11.0,0.0,0.0,18.44,69228.11,3754.3,77975,PO,BO5,Stichting Trinamiek,2014,,2.486.787,10.201,2.496.988,,2.325.260,,7.397.388,9.722.648,12.219.636,8.315.496,1.029.780,2.345,2.872.015,12.219.636
5232,1,2015,77975,"Stichting Trinamiek, stichting v kath, opb en alg-bijz primair en voortgezet ond",3401,0,4665,3,4875.6,1.0,0.0,0.0,0,0,0,0,0,0,,295.7,18.2,251.1,0.0,26.3,0.0,18.6,,194.9,56.2,0.0,0.0,0.0,0.0,77.6,22.4,0.0,0.0,0.0,0.0,,,,,,,251.09,793682.77,3160.95,77975,PO,BO5,Stichting Trinamiek,2015,,2.513.713,10.200,2.523.913,,2.045.785,,6.968.562,9.014.347,11.538.260,7.387.132,1.393.927,2.132,2.755.070,11.538.261
5233,2,2015,77975,"Stichting Trinamiek, stichting v kath, opb en alg-bijz primair en voortgezet ond",3401,0,182,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,32.4,2.0,20.5,0.0,9.9,0.0,8.9,,0.0,18.0,2.5,0.0,0.0,0.0,0.0,87.7,12.3,0.0,0.0,0.0,,,,,,,20.47,72372.54,3535.23,77975,PO,BO5,Stichting Trinamiek,2015,,2.513.713,10.200,2.523.913,,2.045.785,,6.968.562,9.014.347,11.538.260,7.387.132,1.393.927,2.132,2.755.070,11.538.261
5234,3,2015,77975,"Stichting Trinamiek, stichting v kath, opb en alg-bijz primair en voortgezet ond",3401,1,181,1,0.0,0.0,3.3,0.0,0,0,0,0,0,0,100.0,27.1,2.0,18.0,0.0,7.1,0.0,10.1,,0.0,11.4,6.6,0.0,0.0,0.0,0.0,63.6,36.4,0.0,0.0,0.0,,,,,,,17.98,67959.75,3780.16,77975,PO,BO5,Stichting Trinamiek,2015,,2.513.713,10.200,2.523.913,,2.045.785,,6.968.562,9.014.347,11.538.260,7.387.132,1.393.927,2.132,2.755.070,11.538.261
5235,1,2016,77975,"Stichting Trinamiek, stichting v kath, opb en alg-bijz primair en voortgezet ond",3401,0,4485,3,4680.9,1.0,0.0,0.0,0,0,0,0,0,0,,266.6,16.5,229.6,0.0,20.5,0.0,19.5,,172.7,56.9,0.0,0.0,0.0,0.0,75.2,24.8,0.0,0.0,0.0,0.0,,,,,,,229.62,754323.23,3285.05,77975,PO,BO5,Stichting Trinamiek,2016,,3.153.164,0,3.153.164,,1.821.534,,7.658.401,9.479.935,12.633.099,7.065.176,1.838.165,,3.729.758,12.633.099
5236,2,2016,77975,"Stichting Trinamiek, stichting v kath, opb en alg-bijz primair en voortgezet ond",3401,0,170,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,32.1,2.0,20.5,0.0,9.5,0.0,8.3,,0.8,16.4,3.3,0.0,0.0,0.0,3.9,80.0,16.1,0.0,0.0,0.0,,,,,,,20.54,75149.65,3659.52,77975,PO,BO5,Stichting Trinamiek,2016,,3.153.164,0,3.153.164,,1.821.534,,7.658.401,9.479.935,12.633.099,7.065.176,1.838.165,,3.729.758,12.633.099
5237,3,2016,77975,"Stichting Trinamiek, stichting v kath, opb en alg-bijz primair en voortgezet ond",3401,1,158,1,0.0,0.0,1.3,0.0,0,0,0,0,0,0,100.0,25.5,1.0,19.2,0.0,5.3,0.0,8.2,,0.0,10.2,9.0,0.0,0.0,0.0,0.0,53.1,46.9,0.0,0.0,0.0,,,,,,,19.22,74663.51,3884.56,77975,PO,BO5,Stichting Trinamiek,2016,,3.153.164,0,3.153.164,,1.821.534,,7.658.401,9.479.935,12.633.099,7.065.176,1.838.165,,3.729.758,12.633.099
5238,1,2012,78066,Stichting Primair onderwijs in de gemeente Zundert,4881,0,997,2,1074.7,1.1,0.0,0.0,0,0,0,0,0,0,,55.2,4.2,50.6,0.0,0.4,0.0,19.7,,40.0,10.6,0.0,0.0,0.0,0.0,79.0,21.0,0.0,0.0,0.0,0.0,,,,,,,50.0,160458.83,3209.0,78066,PO,BO4,Stg. Primair Onderwijs Zundert,2012,,476.757,,476.757,,279.958,,144.325,424.283,901.040,22.946,391.607,,486.487,901.040
5239,1,2013,78066,Stichting Primair onderwijs in de gemeente Zundert,4881,0,954,2,1010.7,1.1,0.0,0.0,0,0,0,0,0,0,,52.6,4.2,48.0,0.0,0.4,0.0,19.9,,36.0,12.0,0.0,0.0,0.0,0.0,74.9,25.1,0.0,0.0,0.0,0.0,,,,,,,47.98,156949.14,3271.25,78066,PO,BO4,Stg. Primair Onderwijs Zundert,2013,,452.066,,452.066,,335.418,,314.906,650.324,1.102.390,179.356,430.362,,492.672,1.102.390
5240,1,2014,78066,Stichting Primair onderwijs in de gemeente Zundert,4881,0,913,2,967.6,1.1,0.0,0.0,0,0,0,0,0,0,,48.7,4.2,44.1,0.0,0.4,0.0,20.7,,32.0,12.0,0.0,0.0,0.0,0.0,72.7,27.3,0.0,0.0,0.0,0.0,58.0,40.0,2.0,0.0,0.0,0.0,44.07,146766.42,3330.18,78066,PO,BO4,Stg. Primair Onderwijs Zundert,2014,,423.388,3.150,426.538,,329.238,,432.007,761.245,1.187.783,34.546,456.860,,696.377,1.187.783
5241,1,2015,78066,Stichting Primair onderwijs in de gemeente Zundert,4881,0,901,2,948.1,1.1,0.0,0.0,0,0,0,0,0,0,,46.4,3.5,42.8,0.0,0.0,0.0,21.0,,25.5,17.3,0.0,0.0,0.0,0.0,59.6,40.4,0.0,0.0,0.0,0.0,,,,,,,42.84,145134.36,3387.64,78066,PO,BO4,Stg. Primair Onderwijs Zundert,2015,,365.145,3.750,368.895,,266.171,,687.739,953.910,1.322.805,215.640,625.625,,481.540,1.322.805
5242,1,2016,78066,Stichting Primair onderwijs in de gemeente Zundert,4881,0,883,2,930.1,1.1,0.0,0.0,0,0,0,0,0,0,,48.3,3.6,43.8,0.0,0.9,0.0,20.2,,26.8,17.0,0.0,0.0,0.0,0.0,61.3,38.7,0.0,0.0,0.0,0.0,,,,,,,43.8,154420.23,3525.24,78066,PO,BO4,Stg. Primair Onderwijs Zundert,2016,,463.590,3.750,467.340,,310.580,,937.670,1.248.250,1.715.590,339.559,715.977,,660.054,1.715.590
5243,1,2012,78184,Stichting Vrije School Zwolle,8031,1,216,1,219.6,1.0,0.0,0.0,0,0,0,0,0,0,,14.2,1.0,9.6,0.0,3.5,0.0,22.4,,7.6,2.0,0.0,0.0,0.0,0.0,79.3,20.7,0.0,0.0,0.0,0.0,,,,,,,9.65,30175.43,3127.7,78184,PO,BO1,Stichting Vrije School Zwolle,2012,,131.740,,131.740,,120.121,,60.557,180.678,312.418,89.899,2.398,,220.121,312.418
5244,1,2013,78184,Stichting Vrije School Zwolle,8031,1,228,1,230.4,1.0,0.0,0.0,0,0,0,0,0,0,,12.8,0.0,10.7,0.0,2.1,0.0,21.4,,8.7,2.0,0.0,0.0,0.0,0.0,81.3,18.7,0.0,0.0,0.0,0.0,,,,,,,10.68,33821.06,3168.19,78184,PO,BO1,Stichting Vrije School Zwolle,2013,,130.363,,130.363,,63.197,,99.924,163.121,293.484,135.786,2.649,,155.049,293.484
5245,1,2014,78184,Stichting Vrije School Zwolle,8031,1,235,1,237.7,1.0,0.0,0.0,0,0,0,0,0,0,,13.3,0.0,11.9,0.0,1.5,0.0,19.8,,9.9,2.0,0.0,0.0,0.0,0.0,83.2,16.8,0.0,0.0,0.0,0.0,58.0,40.0,2.0,0.0,0.0,0.0,11.88,37391.6,3147.49,78184,PO,BO1,Stichting Vrije School Zwolle,2014,,117.203,,117.203,,65.791,,147.579,213.370,330.573,193.169,3.050,,134.354,330.573
5246,1,2015,78184,Stichting Vrije School Zwolle,8031,1,247,1,247.9,1.0,0.0,0.0,0,0,0,0,0,0,,14.9,1.0,11.7,0.0,2.2,0.0,21.1,,9.9,1.8,0.0,0.0,0.0,0.0,84.6,15.4,0.0,0.0,0.0,0.0,,,,,,,11.7,37112.86,3171.77,78184,PO,BO1,Stichting Vrije School Zwolle,2015,,110.925,,110.925,,86.848,,248.871,335.719,446.644,301.038,18.318,,127.288,446.644
5247,1,2016,78184,Stichting Vrije School Zwolle,8031,1,275,1,275.9,1.0,0.0,0.0,0,0,0,0,0,0,,16.7,1.0,13.5,0.0,2.2,0.0,20.4,,11.7,1.8,0.0,0.0,0.0,0.0,86.7,13.3,0.0,0.0,0.0,0.0,,,,,,,13.48,45102.38,3344.73,78184,PO,BO1,Stichting Vrije School Zwolle,2016,,112.100,,112.100,,144.990,,288.590,433.580,545.680,370.100,43.870,,131.710,545.680
